target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_beenbullied,partial,"BPSDPB00, CPSDPB00, DPSDPB00, EPSDPB00, FPSDPB00, GPSDPB00","recode_values(
  coalesce(
    as.numeric(BPSDPB00),
    as.numeric(CPSDPB00),
    as.numeric(DPSDPB00),
    as.numeric(EPSDPB00),
    as.numeric(FPSDPB00),
    as.numeric(GPSDPB00)
  ),
  1 ~ ""FALSE"",
  c(2, 3) ~ ""TRUE""
)","SDQ item 'Picked on or bullied by other children'; scoring and partial reason as beh_bullied. Self-report alternatives at sweeps 4-7 (DCSC0036, ECQ56X00, FCHURT00, GCSDQS00) change instrument and wording.",,
beh_beenbullied_online,partial,FCCYBU00,"recode_values(as.numeric(FCCYBU00), 6 ~ ""FALSE"", c(1, 2, 3, 4, 5) ~ ""TRUE"")","Sweep 6 only, self-report: 'How often have other children bullied you online?', six levels, most days to never. TRUE for any occurrence. Partial: any-vs-never threshold includes the large 'less often' group.",,
beh_bullied_online,partial,FCCYBO00,"recode_values(as.numeric(FCCYBO00), 6 ~ ""FALSE"", c(1, 2, 3, 4, 5) ~ ""TRUE"")","Sweep 6 only, self-report: 'How often have you bullied other children online?'. Scale and threshold as beh_beenbullied_online.",,
beh_fight,partial,"FCHITT00, GCHITT00","recode_values(coalesce(as.numeric(FCHITT00), as.numeric(GCHITT00)), 2 ~ ""FALSE"", 1 ~ ""TRUE"")","Sweeps 6-7, self-report: 'In the last 12 months have you pushed or shoved, hit, slapped or punched someone?' Partial: broader than fighting (a single push counts); 12-month recall.",,
beh_truancy,partial,"ECQ45X00, FCTRUA00","recode_values(coalesce(as.numeric(ECQ45X00), as.numeric(FCTRUA00)), 1 ~ ""TRUE"", 2 ~ ""FALSE"")","'Missed school without your parents' permission, even for half a day or one lesson', yes/no: lifetime at sweep 5, past 12 months at sweep 6. Partial for the lifetime recall at sweep 5.",,
beh_stealing,partial,"ECQ26X00, FCSTOL00, GCSTOL00, FCSTLN00, GCSTLN00, GCJYRD00","local({
  items <- cbind(
    coalesce(as.numeric(ECQ26X00), as.numeric(FCSTOL00), as.numeric(GCSTOL00)),
    coalesce(as.numeric(FCSTLN00), as.numeric(GCSTLN00)),
    as.numeric(GCJYRD00)
  )
  case_when(rowSums(items == 1, na.rm = TRUE) > 0 ~ ""TRUE"", items[, 1] == 2 ~ ""FALSE"", .default = NA_character_)
})","Taken something from a shop without paying (sweeps 5-7), stolen something from someone (sweeps 6-7) or stolen a vehicle (sweep 7), yes/no; TRUE if any. Partial: sweep 5 asks only about shoplifting, ever; sweeps 6-7 ask about the last 12 months.",,
beh_vandalism,partial,"ECQ27X00, FCSPRY00, GCSPRY00, ECQ28X00, FCDAMG00, GCDAMG00","local({
  graffiti <- coalesce(as.numeric(ECQ27X00), as.numeric(FCSPRY00), as.numeric(GCSPRY00))
  damage <- coalesce(as.numeric(ECQ28X00), as.numeric(FCDAMG00), as.numeric(GCDAMG00))
  case_when(graffiti == 1 | damage == 1 ~ ""TRUE"", graffiti == 2 & damage == 2 ~ ""FALSE"", .default = NA_character_)
})","Written or spray painted on a building, fence or train, or deliberately damaged something in a public place, yes/no; TRUE if either. Partial for the lifetime recall at sweep 5; sweeps 6-7 ask about the last 12 months.",,
beh_conduct_sdq_parent,compatible,"BCONDUCT, CCONDUCT, DDCONDUCT, ECONDUCT, FCONDUCT, GCONDUCT","coalesce(
  as.numeric(BCONDUCT),
  as.numeric(CCONDUCT),
  as.numeric(DDCONDUCT),
  as.numeric(ECONDUCT),
  as.numeric(FCONDUCT),
  as.numeric(GCONDUCT)
)","Parent/carer report, all six sweeps. MCS-derived SDQ subscale (0-10; items 0-2), no missing-value sentinels.",,
beh_hyper_sdq_parent,compatible,"BHYPER, CHYPER, DDHYPER, EHYPER, FHYPER, GHYPER","coalesce(
  as.numeric(BHYPER),
  as.numeric(CHYPER),
  as.numeric(DDHYPER),
  as.numeric(EHYPER),
  as.numeric(FHYPER),
  as.numeric(GHYPER)
)",As beh_conduct_sdq_parent.,,
beh_peerprob_sdq_parent,compatible,"BPEER, CPEER, DDPEER, EPEER, FPEER, GPEER","coalesce(
  as.numeric(BPEER),
  as.numeric(CPEER),
  as.numeric(DDPEER),
  as.numeric(EPEER),
  as.numeric(FPEER),
  as.numeric(GPEER)
)",As beh_conduct_sdq_parent.,,
beh_prosocial_sdq_parent,compatible,"BPROSOC, CPROSOC, DDPROSOC, EPROSOC, FPROSOC, GPROSOC","coalesce(
  as.numeric(BPROSOC),
  as.numeric(CPROSOC),
  as.numeric(DDPROSOC),
  as.numeric(EPROSOC),
  as.numeric(FPROSOC),
  as.numeric(GPROSOC)
)",As beh_conduct_sdq_parent.,,
beh_aggphys_bpaq_self,unavailable,,,No aggression scale administered; MCS covers aggressive behaviour only via single antisocial-behaviour items and the SDQ conduct subscale.,,
beh_aggverb_bpaq_self,unavailable,,,As beh_aggphys_bpaq_self.,,
beh_agganger_bpaq_self,unavailable,,,As beh_aggphys_bpaq_self.,,
beh_agghostility_bpaq_self,unavailable,,,As beh_aggphys_bpaq_self.,,
beh_agg_self,unavailable,,,As beh_aggphys_bpaq_self.,,
beh_argues,unavailable,,,Not asked; nearest SDQ items use a not true/somewhat true/certainly true scale that does not match this row's levels.,,
beh_persistence_finishwork,unavailable,,,As beh_argues.,,
beh_emotreg_stayscalm,unavailable,,,As beh_argues.,,
beh_peerprob_makefriends,unavailable,,,As beh_argues.,,
beh_conduct_diagnosed,unavailable,,,No professional diagnosis of behavioural or conduct problems is recorded,,
beh_conduct_diagnosed_severity,unavailable,,,No professional diagnosis of behavioural or conduct problems is recorded,,
beh_conduct_sdq_self,compatible,GCONDUCT_C,as.numeric(GCONDUCT_C),"Sweep 7 only (age 17), self-report SDQ (validated for 11+). MCS-derived subscale (0-10; items 0-2), no missing-value sentinels.",,
beh_hyper_sdq_self,compatible,GHYPER_C,as.numeric(GHYPER_C),As beh_conduct_sdq_self.,,
beh_peerprob_sdq_self,compatible,GPEER_C,as.numeric(GPEER_C),As beh_conduct_sdq_self.,,
beh_prosocial_sdq_self,compatible,GPROSOC_C,as.numeric(GPROSOC_C),As beh_conduct_sdq_self.,,
beh_conduct_sdq_teacher,compatible,"DDCOND_T, ECOND_T","coalesce(as.numeric(DDCOND_T), as.numeric(ECOND_T))","Teacher report, sweeps 4-5 only (ages 7, 11). MCS-derived subscale (0-10; items 0-2), no missing-value sentinels.",,
beh_hyper_sdq_teacher,compatible,"DDHYPER_T, EHYPER_T","coalesce(as.numeric(DDHYPER_T), as.numeric(EHYPER_T))",As beh_conduct_sdq_teacher.,,
beh_peerprob_sdq_teacher,compatible,"DDPEER_T, EPEER_T","coalesce(as.numeric(DDPEER_T), as.numeric(EPEER_T))",As beh_conduct_sdq_teacher.,,
beh_prosocial_sdq_teacher,compatible,"DDPROSO_T, EPROSO_T","coalesce(as.numeric(DDPROSO_T), as.numeric(EPROSO_T))",As beh_conduct_sdq_teacher.,,
beh_ext_sdq_parent,unavailable,,,SDQ subscales released; derive the externalising composite at analysis (schema note).,,
beh_ext_sdq_self,unavailable,,,As beh_ext_sdq_parent.,,
beh_ext_sdq_teacher,unavailable,,,As beh_ext_sdq_parent.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
beh_atten_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
beh_rulebreak_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
beh_ext_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
beh_cbcl_measure,unavailable,,,CBCL not administered; MCS uses the SDQ,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
cog_execfunc_basc2,unavailable,,,"MCS uses BAS II and the Bracken School Readiness Assessment, not this battery.",,
cog_langexec_nepsy,unavailable,,,As cog_execfunc_basc2.,,
cog_phono_nepsy,unavailable,,,As cog_execfunc_basc2.,,
cog_inhibcont_nepsy,unavailable,,,As cog_execfunc_basc2.,,
cog_vismotor_nepsy,unavailable,,,As cog_execfunc_basc2.,,
cog_verbalfluency_nepsy,unavailable,,,As cog_execfunc_basc2.,,
cog_inhib_nihtb_flanker,unavailable,,,As cog_execfunc_basc2.,,
cog_flex_nihtb_dccs,unavailable,,,As cog_execfunc_basc2.,,
cog_wm_nihtb_listsort,unavailable,,,As cog_execfunc_basc2.,,
cog_speed_nihtb_pattern,unavailable,,,As cog_execfunc_basc2.,,
cog_epimem_nihtb_picseq,unavailable,,,As cog_execfunc_basc2.,,
cog_vocab_nihtb_picvocab,unavailable,,,As cog_execfunc_basc2.,,
cog_fluidcomp_nihtb,unavailable,,,As cog_execfunc_basc2.,,
cog_crystcomp_nihtb,unavailable,,,As cog_execfunc_basc2.,,
cog_totalcomp_nihtb,unavailable,,,As cog_execfunc_basc2.,,
cog_wm_digitspan,unavailable,,,As cog_execfunc_basc2.,,
cog_iq_fullscale,unavailable,,,"Only individual BAS II subtests, never the full battery, so no general conceptual ability or full-scale IQ score.",,
cog_vocab_bpvs,unavailable,,,"BAS II Naming Vocabulary (sweeps 2-3) is expressive, not the receptive, separately normed British Picture Vocabulary Scale.",,
cog_vocab_ppvt,unavailable,,,As cog_execfunc_basc2.,,
cog_execfunc_brief_parent,unavailable,,,As cog_execfunc_basc2.,,
cog_vocab_bas_naming,compatible,"BDBAST00, CCNVTSCORE","coalesce(ifelse(as.numeric(BDBAST00) >= 0, as.numeric(BDBAST00), NA_real_), as.numeric(CCNVTSCORE))","Sweeps 2-3 (ages 3, 5). BAS II Naming Vocabulary T-score, age-normed, so comparable across sweeps. Sweep-2 negative not-carried-out/not-administered codes excluded.",,
cog_nonverbalreason_bas_picsim,compatible,CCPSABIL,as.numeric(CCPSABIL),"Sweep 3 only (age 5). BAS II Picture Similarities ability score; not age-normed, so standardise within dataset and wave at analysis. No T-score released for this subtest.",,
cog_spatial_bas_pattern,compatible,"CCPCABIL, DCPCAB00","coalesce(as.numeric(CCPCABIL), as.numeric(DCPCAB00))","Sweeps 3-4 (ages 5, 7). BAS II Pattern Construction ability score; not age-normed and the two sweeps sit on different parts of the scale, so standardise within dataset and wave, never pool raw across ages.",,
cog_verbalreason_bas_versim,compatible,EVSTSCO,as.numeric(EVSTSCO),"Sweep 5 only (age 11). BAS II Verbal Similarities standard score, age-normed.",,
cog_schoolread_bracken,compatible,BDSRCS00,"ifelse(as.numeric(BDSRCS00) >= 0, as.numeric(BDSRCS00), NA_real_)","Sweep 2 only (age 3). Bracken School Readiness Composite standard score (colours, letters, numbers, sizes, comparisons, shapes), the age-normed form. Negative not-carried-out/not-completed/age-unknown codes excluded.",,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,Instrument not administered,,
mh_dep_basc2,unavailable,,,Instrument not administered,,
mh_emotsymp_sdq_parent,compatible,"BEMOTION, CEMOTION, DDEMOTION, EEMOTION, FEMOTION, GEMOTION","coalesce(
  as.numeric(BEMOTION),
  as.numeric(CEMOTION),
  as.numeric(DDEMOTION),
  as.numeric(EEMOTION),
  as.numeric(FEMOTION),
  as.numeric(GEMOTION)
)",As beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_parent,compatible,"BEBDTOT, CEBDTOT, DDDEBDTOT, EEBDTOT, FEBDTOT, GEBDTOT","coalesce(
  as.numeric(BEBDTOT),
  as.numeric(CEBDTOT),
  as.numeric(DDDEBDTOT),
  as.numeric(EEBDTOT),
  as.numeric(FEBDTOT),
  as.numeric(GEBDTOT)
)",As beh_conduct_sdq_parent; total difficulties (0-40).,,
mh_anx_diagnosed,incompatible,,,"Sweep 7 'Has a doctor ever told you that you suffer from depression or serious anxiety?' (GCDEAN00, with treatment GCTRDE00) cannot be split by condition; see mh_depanx_diagnosed.",,
mh_anx_diagnosed_severity,unavailable,,,No severity rating; MCS records only current treatment.,,
mh_dep_diagnosed,incompatible,,,As mh_anx_diagnosed.,,
mh_dep_diagnosed_severity,unavailable,,,As mh_anx_diagnosed_severity.,,
mh_emotsymp_sdq_self,compatible,GEMOTION_C,as.numeric(GEMOTION_C),As beh_conduct_sdq_self.,,
mh_emotsymp_sdq_teacher,compatible,"DDEMOTI_T, EEMOTI_T","coalesce(as.numeric(DDEMOTI_T), as.numeric(EEMOTI_T))",As beh_conduct_sdq_teacher.,,
mh_totaldiff_sdq_self,compatible,GEBDTOT_C,as.numeric(GEBDTOT_C),As beh_conduct_sdq_self; total difficulties (0-40).,,
mh_totaldiff_sdq_teacher,compatible,"DDDEBDTO_T, EEBDTO_T","coalesce(as.numeric(DDDEBDTO_T), as.numeric(EEBDTO_T))",As beh_conduct_sdq_teacher; total difficulties (0-40).,,
mh_int_sdq_parent,unavailable,,,SDQ subscales released; derive the internalising composite at analysis (schema note).,,
mh_int_sdq_self,unavailable,,,As mh_int_sdq_parent.,,
mh_int_sdq_teacher,unavailable,,,As mh_int_sdq_parent.,,
mh_dep_smfq_self,compatible,"FCMDSA00, FCMDSB00, FCMDSC00, FCMDSD00, FCMDSE00, FCMDSF00, FCMDSG00, FCMDSH00, FCMDSI00, FCMDSJ00, FCMDSK00, FCMDSL00, FCMDSM00","(as.numeric(FCMDSA00) +
  as.numeric(FCMDSB00) +
  as.numeric(FCMDSC00) +
  as.numeric(FCMDSD00) +
  as.numeric(FCMDSE00) +
  as.numeric(FCMDSF00) +
  as.numeric(FCMDSG00) +
  as.numeric(FCMDSH00) +
  as.numeric(FCMDSI00) +
  as.numeric(FCMDSJ00) +
  as.numeric(FCMDSK00) +
  as.numeric(FCMDSL00) +
  as.numeric(FCMDSM00)) -
  13","Sweep 6 only (age 14). All 13 SMFQ items, self-completed; MCS codes 1-3 (not true, sometimes, true), minus 1 per item for 0-2 scoring, 0-26 total. Complete-case.",,
mh_dep_smfq_parent,unavailable,,,Instrument not administered,,
mh_dep_cdi_self,unavailable,,,Instrument not administered,,
mh_dep_cesd_self,unavailable,,,Instrument not administered,,
mh_dep_phq9_self,unavailable,,,Instrument not administered,,
mh_dep_rcads_self,unavailable,,,Instrument not administered,,
mh_dep_dass21_self,unavailable,,,Instrument not administered,,
mh_dep_scl_self,unavailable,,,Instrument not administered,,
mh_distress_k6_self,compatible,GDCKESSL,as.numeric(GDCKESSL),"Sweep 7 only (age 17). MCS-derived Kessler 6 total, cohort member's own responses (items 0-4, total 0-24). Kessler scores at sweeps 2-6 (BDKESS00-FDKESSL) are the parent's own distress.",,
mh_distress_k10_self,unavailable,,,Instrument not administered,,
mh_anx_masc_self,unavailable,,,Instrument not administered,,
mh_anx_scas_self,unavailable,,,Instrument not administered,,
mh_anx_scas_parent,unavailable,,,Instrument not administered,,
mh_anx_scared_self,unavailable,,,Instrument not administered,,
mh_anx_scared_parent,unavailable,,,Instrument not administered,,
mh_anx_gad7_self,unavailable,,,Instrument not administered,,
mh_anx_rcads_self,unavailable,,,Instrument not administered,,
mh_anx_dass21_self,unavailable,,,Instrument not administered,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered; MCS uses the SDQ,,
mh_dep_binary_self,compatible,"FCMDSA00, FCMDSB00, FCMDSC00, FCMDSD00, FCMDSE00, FCMDSF00, FCMDSG00, FCMDSH00, FCMDSI00, FCMDSJ00, FCMDSK00, FCMDSL00, FCMDSM00","local({
  smfq <- (as.numeric(FCMDSA00) +
    as.numeric(FCMDSB00) +
    as.numeric(FCMDSC00) +
    as.numeric(FCMDSD00) +
    as.numeric(FCMDSE00) +
    as.numeric(FCMDSF00) +
    as.numeric(FCMDSG00) +
    as.numeric(FCMDSH00) +
    as.numeric(FCMDSI00) +
    as.numeric(FCMDSJ00) +
    as.numeric(FCMDSK00) +
    as.numeric(FCMDSL00) +
    as.numeric(FCMDSM00)) -
    13
  if_else(smfq >= 12, ""Yes"", ""No"")
})","Sweep 6: SMFQ total (13 items, 0-26, past two weeks) of 12 or more, the cut-point used in MCS age-14 studies. Complete-case, as for mh_dep_smfq_self.",,
mh_dep_self,unavailable,,,Only self-reported depression scale is the 13-item SMFQ; mapped to mh_dep_smfq_self.,,
mh_dep_measure,unavailable,,,As mh_dep_self.,,
mh_anx_self,unavailable,,,No self-reported anxiety scale; only the SDQ emotional symptoms subscale and the sweep-7 combined depression-or-anxiety diagnosis item.,,
mh_anx_measure,unavailable,,,As mh_anx_self.,,
mh_depanx_diagnosed,partial,"GCDEAN00, GCTRDE00","case_when(
  as.numeric(GCDEAN00) == 2 ~ ""Never diagnosed"",
  as.numeric(GCDEAN00) == 1 & as.numeric(GCTRDE00) == 1 ~ ""Currently diagnosed"",
  as.numeric(GCDEAN00) == 1 & as.numeric(GCTRDE00) == 2 ~ ""Previously diagnosed"",
  .default = NA_character_
)","Sweep 7 only, self-report: 'Has a doctor ever told you that you suffer from depression or serious anxiety?' (GCDEAN00), then, if yes, current treatment (GCTRDE00). Partial: current treatment proxies current diagnosis, so current cases are understated. Depression and anxiety cannot be split, hence this row.",,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,,,"SMFQ 'I felt lonely' (sweep 6) is a not true/sometimes/true rating, not a frequency; sweep 4 'feel left out of things by other children' is peer exclusion.",,
mh_lonely_scale_self,unavailable,,,No loneliness scale.,,
mh_lonely_measure,unavailable,,,No loneliness scale.,,
mh_sad_self,proximate,"DCSC0013, ECQ76X00","coalesce(
  recode_values(as.numeric(DCSC0013), 1 ~ ""Always"", 2 ~ ""Sometimes"", 3 ~ ""Never""),
  recode_values(as.numeric(ECQ76X00), 1 ~ ""Never"", 2 ~ ""Rarely"", 3 ~ ""Sometimes"", 4 ~ ""Often"", 5 ~ ""Always"")
)","Sweep 4 'How often do you feel sad?' (all/some of the time, never; no recall period) and sweep 5 'In the last four weeks, how often did you feel sad?' (never to almost always), in rank order. Proximate: three levels at sweep 4.",,
mh_worry_self,partial,"DCSC0012, ECQ75X00","coalesce(
  recode_values(as.numeric(DCSC0012), 1 ~ ""Always"", 2 ~ ""Sometimes"", 3 ~ ""Never""),
  recode_values(as.numeric(ECQ75X00), 1 ~ ""Never"", 2 ~ ""Rarely"", 3 ~ ""Sometimes"", 4 ~ ""Often"", 5 ~ ""Always"")
)","Sweep 4 'How often do you get worried?' (all/some of the time, never; no recall period) and sweep 5 'how often did you get worried about what would happen to you?' (past four weeks, never to almost always), in rank order. Partial: worried, not 'very worried'; three levels at sweep 4.",,
mh_irritable_self,partial,"DCSC0017, ECQ79X00","coalesce(
  recode_values(as.numeric(DCSC0017), 1 ~ ""Always"", 2 ~ ""Sometimes"", 3 ~ ""Never""),
  recode_values(as.numeric(ECQ79X00), 1 ~ ""Never"", 2 ~ ""Rarely"", 3 ~ ""Sometimes"", 4 ~ ""Often"", 5 ~ ""Always"")
)","Sweep 4 'How often do you lose your temper?' (all/some of the time, never; no recall period) and sweep 5 'how often did you get angry?' (past four weeks, never to almost always), in rank order. Partial: anger, not irritability, at sweep 5; three levels at sweep 4.",,
mh_nobodycares_self,incompatible,,,"Only the SMFQ item 'I thought nobody really loved me' (not true, sometimes, true; sweep 6), a truth rating rather than a frequency.",,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected; only self-harm (sweeps 6-7) and attempt (sweep 7) items.,,
mh_suicide_attempt_self,partial,GCSUIC00,"recode_values(as.numeric(GCSUIC00), 1 ~ ""Yes"", 2 ~ ""No"")",Sweep 7: 'Have you ever hurt yourself on purpose in an attempt to end your life?' Partial: lifetime recall.,,
mh_psychsom_hbscscl_self,unavailable,,,Not collected.,,
mh_psychsom_measure,unavailable,,,Not collected.,,
wb_emotsc_basc2,unavailable,,,Instrument not administered,,
wb_mwb_wemwbs,incompatible,,,Sweep 7 has only the 7-item SWEMWBS (see wb_mwb_swemwbs_self); its 7-35 metric score is not the 14-item WEMWBS or its 14-70 sum.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,"MCS asks life satisfaction on a seven-point completely-happy to not-at-all-happy scale, not the 0-10 Cantril ladder; that item is mapped to wb_lifesat_singleitem_self",,
wb_resil_basc2,unavailable,,,Instrument not administered,,
wb_psychcomplaints_feellow,unavailable,,,HBSC symptom checklist not administered,,
wb_psychcomplaints_irritable,unavailable,,,HBSC symptom checklist not administered,,
wb_psychcomplaints_nervous,unavailable,,,HBSC symptom checklist not administered,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC symptom checklist not administered,,
wb_bodyimage,unavailable,,,No too-thin/too-fat item; MCS asks how happy the child is with how they look (appearance satisfaction).,,
wb_lifesat_slss_self,unavailable,,,Instrument not administered,,
wb_lifesat_swls_self,unavailable,,,Instrument not administered,,
wb_lifesat_singleitem_self,compatible,"ECQ10F00, FCLIFE00","8 - coalesce(as.numeric(ECQ10F00), as.numeric(FCLIFE00))","Sweeps 5-6 (ages 11, 14), self-completed: 'How happy are you with your life as a whole?', 7-point faces scale (1 completely happy to 7 not at all happy). Reversed so higher = more satisfied (1-7). Sweep 7 replaced the item with the SWEMWBS.",,
wb_domainsat_schoolwork_self,compatible,"ECQ10A00, FCSCWK00","8 - coalesce(as.numeric(ECQ10A00), as.numeric(FCSCWK00))","Sweeps 5-6: 'How do you feel about your school work?', 7 points from completely happy (1) to not at all happy (7). Reversed so 7 is completely happy.",,
wb_domainsat_appearance_self,compatible,"ECQ10B00, FCWYLK00","8 - coalesce(as.numeric(ECQ10B00), as.numeric(FCWYLK00))","Sweeps 5-6: 'How do you feel about the way you look?', 7 points from completely happy (1) to not at all happy (7). Reversed so 7 is completely happy.",,
wb_domainsat_family_self,compatible,"ECQ10C00, FCFMLY00","8 - coalesce(as.numeric(ECQ10C00), as.numeric(FCFMLY00))","Sweeps 5-6: 'How do you feel about your family?', 7 points from completely happy (1) to not at all happy (7). Reversed so 7 is completely happy.",,
wb_domainsat_friends_self,compatible,"ECQ10D00, FCFRNS00","8 - coalesce(as.numeric(ECQ10D00), as.numeric(FCFRNS00))","Sweeps 5-6: 'How do you feel about your friends?', 7 points from completely happy (1) to not at all happy (7). Reversed so 7 is completely happy.",,
wb_domainsat_school_self,compatible,"ECQ10E00, FCSCHL00","8 - coalesce(as.numeric(ECQ10E00), as.numeric(FCSCHL00))","Sweeps 5-6: 'How do you feel about the school you go to?', 7 points from completely happy (1) to not at all happy (7). Reversed so 7 is completely happy.",,
wb_qol_pedsql_self,unavailable,,,Instrument not administered,,
wb_qol_pedsql_parent,unavailable,,,Instrument not administered,,
wb_qol_kidscreen10_self,unavailable,,,Instrument not administered,,
wb_qol_kidscreen10_parent,unavailable,,,Instrument not administered,,
wb_selfesteem_rosenberg_self,unavailable,,,"Only 5 of the 10 Rosenberg items, so no 10-40 total; the 5-item score is on wb_selfesteem_self.",,
wb_selfesteem_self,compatible,"ECQ11A00, ECQ11B00, ECQ11C00, ECQ11D00, ECQ11E00, FCSATI00, FCGDQL00, FCDOWL00, FCVALU00, FCGDSF00, GCSATI00, GCGDQL00, GCDOWL00, GCVALU00, GCGDSF00","local({
  a <- coalesce(as.numeric(ECQ11A00), as.numeric(FCSATI00), as.numeric(GCSATI00))
  b <- coalesce(as.numeric(ECQ11B00), as.numeric(FCGDQL00), as.numeric(GCGDQL00))
  d <- coalesce(as.numeric(ECQ11C00), as.numeric(FCDOWL00), as.numeric(GCDOWL00))
  e <- coalesce(as.numeric(ECQ11D00), as.numeric(FCVALU00), as.numeric(GCVALU00))
  f <- coalesce(as.numeric(ECQ11E00), as.numeric(FCGDSF00), as.numeric(GCGDSF00))
  ifelse(a %in% 1:4, 5 - a, NA_real_) +
    ifelse(b %in% 1:4, 5 - b, NA_real_) +
    ifelse(d %in% 1:4, 5 - d, NA_real_) +
    ifelse(e %in% 1:4, 5 - e, NA_real_) +
    ifelse(f %in% 1:4, 5 - f, NA_real_)
})","Sweeps 5-7 (ages 11, 14, 17), self-completed: the same five positively worded Rosenberg items. MCS codes 1 = strongly agree to 4 = strongly disagree; reversed (5 - code) and summed, 5-20, higher = greater self-esteem. Complete-case; sweep-7 codes above 4 (don't know/refused/no answer) excluded.",,
wb_selfesteem_measure,compatible,.wave,"if_else(
  .wave %in% c(""sweep_5"", ""sweep_6"", ""sweep_7""),
  ""Rosenberg Self-Esteem Scale, 5 of 10 items, 1-4 item scoring reversed so higher is greater self-esteem (range 5-20)"",
  ""Unknown""
)",Names the measure behind wb_selfesteem_self; the five items are asked only at sweeps 5-7,,
wb_selfefficacy_gse_self,unavailable,,,Instrument not administered,,
wb_selfefficacy_self,unavailable,,,Instrument not administered,,
wb_selfefficacy_measure,unavailable,,,Instrument not administered,,
wb_mwb_who5_self,unavailable,,,Instrument not administered,,
wb_happiness_shs_self,unavailable,,,Instrument not administered,,
wb_mwb_swemwbs_self,compatible,GDWEMWBS,as.numeric(GDWEMWBS),"Sweep 7 only (age 17), self-completed. GDWEMWBS: published SWEMWBS Rasch metric score for the 7 items (7-35), mapped instead of the raw sum. 14-item WEMWBS not administered (wb_mwb_wemwbs).",,
wb_selfratedhealth_self,compatible,"FCCGHE00, GCCGHE00","recode_values(
  coalesce(as.numeric(FCCGHE00), as.numeric(GCCGHE00)),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor""
)","Sweeps 6-7: 'How would you describe your health generally?', excellent to poor.",,
wb_posaffect_self,incompatible,,,Only single 'happy' and 'laugh' frequency items (sweeps 4-5); no positive-affect scale.,,
wb_posaffect_measure,unavailable,,,No positive-affect scale.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,Not collected.,,
st_measure_type,inferred,,"""Continuous""","Time-use diary: activities recorded in 10-minute slots over a full day, summed to minutes per diary day in the tidier (bp27_tud_minutes()).",,diary
st_measure_name,inferred,,"""MCS time use diary""","Sweep-6 time-use diary (app, web or paper), one weekday and one weekend day per cohort member; harmonised activity codes from mcs6_cm_tud_harmonised.",,diary
st_responder,inferred,,"""Self""",Completed by the cohort member.,,diary
st_watch_wd,compatible,tud_tv_mins_wd,tud_tv_mins_wd / 60,"Diary activity 38 ('Watch TV, DVDs, downloaded videos'), weekday diary day; exact minutes / 60.",,diary
st_watch_we,compatible,tud_tv_mins_we,tud_tv_mins_we / 60,"Diary activity 38 on the weekend diary day, minutes to hours.",,diary
st_watch,compatible,"tud_tv_mins_wd, tud_tv_mins_we",((tud_tv_mins_wd * 5) + (tud_tv_mins_we * 2)) / 7 / 60,5:2 weighted mean of the weekday and weekend diary days (project convention); NA for the cohort members who returned only one day type.,,diary
st_game_wd,partial,tud_game_mins_wd,tud_game_mins_wd / 60,"Diary activity 37 ('Playing electronic games and Apps'), weekday diary day. Partial: games on any device, including phone and tablet apps.",,diary
st_game_we,partial,tud_game_mins_we,tud_game_mins_we / 60,Diary activity 37 on the weekend diary day; see st_game_wd for the coverage caveat.,,diary
st_game,partial,"tud_game_mins_wd, tud_game_mins_we",((tud_game_mins_wd * 5) + (tud_game_mins_we * 2)) / 7 / 60,5:2 weighted mean of the diary days; NA when only one day type was returned. Partial as for st_game_wd.,,diary
st_socmedia_wd,compatible,tud_socmedia_mins_wd,tud_socmedia_mins_wd / 60,"Diary activity 34 'Browsing and updating social networking sites (e.g. Twitter, Facebook, BBM, Snapchat)' on the weekday diary day.",,diary
st_socmedia_we,compatible,tud_socmedia_mins_we,tud_socmedia_mins_we / 60,Diary activity 34 on the weekend diary day.,,diary
st_socmedia,compatible,"tud_socmedia_mins_wd, tud_socmedia_mins_we",((tud_socmedia_mins_wd * 5) + (tud_socmedia_mins_we * 2)) / 7 / 60,5:2 weighted mean of the diary days; NA when only one day type was returned.,,diary
