target_variable,status,source_columns,expression,notes,lookup_table,measure
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,partial,"DIET_LastWkFeelFit, DIET_LastWkFeelFullEnergy, DIET_LastWkFeelSad, DIET_LastWkFeelLonely, DIET_LastWkFeelTimeForSelf, DIET_LastWkFeelWantToDoFreetime, DIET_LastWkFeelParentTreatFairly, DIET_LastWkFeelFunWithFriends, DIET_LastWkFeelWellAtSch, DIET_LastWkFeelPayAttention","DIET_LastWkFeelFit +
  DIET_LastWkFeelFullEnergy +
  (6 - DIET_LastWkFeelSad) +
  (6 - DIET_LastWkFeelLonely) +
  DIET_LastWkFeelTimeForSelf +
  DIET_LastWkFeelWantToDoFreetime +
  DIET_LastWkFeelParentTreatFairly +
  DIET_LastWkFeelFunWithFriends +
  DIET_LastWkFeelWellAtSch +
  DIET_LastWkFeelPayAttention","ISCOLE asks all ten items on the 1-5 intensity scale (not at all-extremely); the standard form uses frequency anchors for eight items. Raw sum 10-50 with sad and lonely reversed (6 - x), complete-case; child report, past week. The study's KidScreen Rasch T-value is not used.",,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not collected.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,Not collected.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,incompatible,"DIET_PhysicallyActive, DIET_ParentActiveWithMe, DIET_PhysActiveFreeTimeTVComp, DIET_PhysActiveFreeTimeHotCold, DIET_BestFriendActveWithMe, DIET_PhysicalActiveEvenStayHome, DIET_HaveCoordPhysicalAciveFree, DIET_PhysActiveFreeNoMatterBusy",,Eight physical-activity self-efficacy items only; domain-specific efficacy is not general self-efficacy and maps to no row.,,
wb_selfefficacy_measure,unavailable,,,Not collected.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,Not collected.,,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered.,,
wb_selfratedhealth_self,compatible,DIET_LastWkFeelHealthIs,"recode_values(
  as.numeric(DIET_LastWkFeelHealthIs),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)","KIDSCREEN-10 general health item, 'In general, how would you describe your health?', standard five levels.",,
wb_generalhealth_parent,incompatible,DIET_LastWkFeelHealthIs,,"Only the child's self-rated KIDSCREEN-10 general health item (DIET_LastWkFeelHealthIs), mapped to wb_selfratedhealth_self; no parent rating.",,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,Not collected.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,Not collected.,,
wb_socsupport_family_self,incompatible,DIET_LastWkFeelParentTreatFairly,,"KIDSCREEN-10 'Have your parent(s) treated you fairly?' (past week) is a single item, not a support scale; scored in wb_qol_kidscreen10_self.",,
wb_socsupport_friends_self,incompatible,DIET_LastWkFeelFunWithFriends,,"KIDSCREEN-10 'Did you have fun with your friends?' (past week) is a single item, not a support scale; scored in wb_qol_kidscreen10_self.",,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,partial,"SchoolDayLightsOut, SchoolDayWokenUp",((as.numeric(SchoolDayWokenUp) - as.numeric(SchoolDayLightsOut)) %% 86400) / 3600,"Child report, past week: wake time minus 'what time did you turn out the light and go to sleep on school days' (clock times, across midnight). Partial: lights-out and wake times, not hours asleep. Implausible spans (under 4 or over 16 hours, 0.1%) kept as reported, screened at analysis.",,
hlth_sleep_we,partial,"WeekendLightsOut, WeekendWokenUp",((as.numeric(WeekendWokenUp) - as.numeric(WeekendLightsOut)) %% 86400) / 3600,"Child report, past weekend: wake time minus lights-out time, as hlth_sleep_wd. Partial: lights-out and wake times, not hours asleep. Implausible spans (under 4 or over 16 hours, 0.6%) kept as reported, screened at analysis.",,
hlth_sleep,partial,"SchoolDayLightsOut, SchoolDayWokenUp, WeekendLightsOut, WeekendWokenUp","(5 *
  (((as.numeric(SchoolDayWokenUp) - as.numeric(SchoolDayLightsOut)) %% 86400) / 3600) +
  2 * (((as.numeric(WeekendWokenUp) - as.numeric(WeekendLightsOut)) %% 86400) / 3600)) /
  7","(5 x hlth_sleep_wd + 2 x hlth_sleep_we) / 7. Partial: lights-out and wake times, not hours asleep.",,
hlth_sleepprob,incompatible,"DIET_WkRateSleep, DIET_WkHowMuchSleep",,"Two single past-week ratings of sleep quality and sleep quantity (4 points, very good to very poor), not a sleep-problems scale; no row holds them.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
