target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
beh_problematicuse_self,compatible,"YMDA1C01, YMDA1C02, YMDA1C03, YMDA1C04, YMDA1C05, YMDA1C06, YMDA1C07, YMDA1C08, YMDA1C09, YMDA1C10, YMDA1C11, YMDA1C12, YMDA1C13, YMDA1C14, YMDA1C15","(as.numeric(YMDA1C01) +
  as.numeric(YMDA1C02) +
  as.numeric(YMDA1C03) +
  as.numeric(YMDA1C04) +
  (5 - as.numeric(YMDA1C05)) +
  as.numeric(YMDA1C06) +
  as.numeric(YMDA1C07) +
  as.numeric(YMDA1C08) +
  as.numeric(YMDA1C09) +
  (5 - as.numeric(YMDA1C10)) +
  as.numeric(YMDA1C11) +
  as.numeric(YMDA1C12) +
  as.numeric(YMDA1C13) +
  as.numeric(YMDA1C14) +
  (5 - as.numeric(YMDA1C15)))","KCYPS 15-item smartphone dependence scale (YMDA1C01-C15), 1 = strongly disagree to 4 = strongly agree; items 5, 10 and 15 are released unreversed and reversed as 5 - x. Sum 15-60, higher = more dependence. Self-report, all waves; non-users (YMDA1A00 = 3) skip the scale (NA); no partial-completion allowance.",,
beh_problematicuse_measure,inferred,,"""KCYPS smartphone dependence scale (smartphone), 15 of 15 items, 1-4 item scoring from strongly disagree to strongly agree (range 15-60), sum, items 5, 10 and 15 reverse-scored""",Describes beh_problematicuse_self; all waves.,,
cog_execfunc_basc2,unavailable,,,Not collected.,,
cog_langexec_nepsy,unavailable,,,Not collected.,,
cog_phono_nepsy,unavailable,,,Not collected.,,
cog_inhibcont_nepsy,unavailable,,,Not collected.,,
cog_vismotor_nepsy,unavailable,,,Not collected.,,
cog_verbalfluency_nepsy,unavailable,,,Not collected.,,
cog_inhib_nihtb_flanker,unavailable,,,Not collected.,,
cog_flex_nihtb_dccs,unavailable,,,Not collected.,,
cog_wm_nihtb_listsort,unavailable,,,Not collected.,,
cog_speed_nihtb_pattern,unavailable,,,Not collected.,,
cog_epimem_nihtb_picseq,unavailable,,,Not collected.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not collected.,,
cog_fluidcomp_nihtb,unavailable,,,Not collected.,,
cog_crystcomp_nihtb,unavailable,,,Not collected.,,
cog_totalcomp_nihtb,unavailable,,,Not collected.,,
cog_wm_digitspan,unavailable,,,Not collected.,,
cog_iq_fullscale,unavailable,,,Not collected.,,
cog_vocab_bpvs,unavailable,,,Not collected.,,
cog_vocab_ppvt,unavailable,,,PPVT not administered.,,
cog_execfunc_brief_parent,unavailable,,,Not collected.,,
cog_vocab_bas_naming,unavailable,,,BAS not administered.,,
cog_nonverbalreason_bas_picsim,unavailable,,,BAS not administered.,,
cog_spatial_bas_pattern,unavailable,,,BAS not administered.,,
cog_verbalreason_bas_versim,unavailable,,,BAS not administered.,,
cog_schoolread_bracken,unavailable,,,Bracken not administered.,,
cog_creativethinking_stdtest,incompatible,YPSY6Asc,,"Only the Creative Personality Scale (YPSY6Asc), a self-rated adjective checklist rather than a performance test.",,
mh_anx_basc2,unavailable,,,BASC-2 not administered.,,
mh_dep_basc2,unavailable,,,BASC-2 not administered; see mh_dep_scl_self.,,
mh_emotsymp_sdq_parent,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_parent,unavailable,,,SDQ not administered.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,SDQ not administered.,,
mh_emotsymp_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_self,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_int_sdq_parent,unavailable,,,SDQ not administered.,,
mh_int_sdq_self,unavailable,,,SDQ not administered.,,
mh_int_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_dep_smfq_self,unavailable,,,SMFQ not administered; see mh_dep_scl_self.,,
mh_dep_smfq_parent,unavailable,,,SMFQ not administered.,,
mh_dep_cdi_self,unavailable,,,CDI not administered; see mh_dep_scl_self.,,
mh_dep_cesd_self,unavailable,,,CES-D not administered; see mh_dep_scl_self.,,
mh_dep_phq9_self,unavailable,,,PHQ-9 not administered; see mh_dep_scl_self.,,
mh_dep_rcads_self,unavailable,,,RCADS not administered; see mh_dep_scl_self.,,
mh_dep_dass21_self,unavailable,,,DASS-21 not administered; see mh_dep_scl_self.,,
mh_dep_scl_self,compatible,"YPSY4E01, YPSY4E02, YPSY4E03, YPSY4E04, YPSY4E05, YPSY4E06, YPSY4E07, YPSY4E08, YPSY4E09, YPSY4E10","(as.numeric(YPSY4E01) +
  as.numeric(YPSY4E02) +
  as.numeric(YPSY4E03) +
  as.numeric(YPSY4E04) +
  as.numeric(YPSY4E05) +
  as.numeric(YPSY4E06) +
  as.numeric(YPSY4E07) +
  as.numeric(YPSY4E08) +
  as.numeric(YPSY4E09) +
  as.numeric(YPSY4E10))","Korean 10-item short form of the SCL-90-R depression subscale, 1 = Strongly Disagree to 4 = Strongly Agree, none reversed; sum 10-40, higher = more symptoms. Not the full 13-item 0-4 subscale, so standardise within dataset. Self-report, all waves; no partial-completion allowance.",,
mh_distress_k6_self,unavailable,,,K6 not administered.,,
mh_distress_k10_self,unavailable,,,K10 not administered.,,
mh_anx_masc_self,unavailable,,,MASC not administered.,,
mh_anx_scas_self,unavailable,,,SCAS not administered.,,
mh_anx_scas_parent,unavailable,,,SCAS not administered.,,
mh_anx_scared_self,unavailable,,,SCARED not administered.,,
mh_anx_scared_parent,unavailable,,,SCARED not administered.,,
mh_anx_gad7_self,unavailable,,,GAD-7 not administered.,,
mh_anx_rcads_self,unavailable,,,RCADS not administered.,,
mh_anx_dass21_self,unavailable,,,DASS-21 not administered.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,incompatible,"YPSY4E01, YPSY4E02, YPSY4E03, YPSY4E04, YPSY4E05, YPSY4E06, YPSY4E07, YPSY4E08, YPSY4E09, YPSY4E10",,"No screening item; the SCL-90-R depression short-form total (YPSY4E01-E10) is in mh_dep_scl_self, and scale totals are not dichotomised here.",,
mh_dep_self,compatible,"YPSY4E01, YPSY4E02, YPSY4E03, YPSY4E04, YPSY4E05, YPSY4E06, YPSY4E07, YPSY4E08, YPSY4E09, YPSY4E10","(as.numeric(YPSY4E01) +
  as.numeric(YPSY4E02) +
  as.numeric(YPSY4E03) +
  as.numeric(YPSY4E04) +
  as.numeric(YPSY4E05) +
  as.numeric(YPSY4E06) +
  as.numeric(YPSY4E07) +
  as.numeric(YPSY4E08) +
  as.numeric(YPSY4E09) +
  as.numeric(YPSY4E10))",Same total as mh_dep_scl_self.,,
mh_dep_measure,inferred,,"""SCL-90-R depression subscale, Korean 10-item short form, 10 of 10 items, 1-4 item scoring from strongly disagree to strongly agree (range 10-40), no reverse-scored items""",Describes mh_dep_self.,,
mh_anx_self,incompatible,YPSY4E03,,"Only 'worry a lot' (YPSY4E03), a 1-4 agreement item scored in mh_dep_scl_self; see mh_worry_self.",,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,YPSY4E07,,"Only 'feel lonely' (YPSY4E07), rated by agreement, not frequency; scored in mh_dep_scl_self.",,
mh_lonely_scale_self,incompatible,YPSY4E07,,"Only the single item 'feel lonely' (YPSY4E07), scored in mh_dep_scl_self; see mh_lonely_self.",,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,incompatible,YPSY4E02,,"Only 'feel unhappy, sad, or depressed' (YPSY4E02), rated by agreement, not frequency; scored in mh_dep_scl_self.",,
mh_worry_self,incompatible,YPSY4E03,,"Only 'worry a lot' (YPSY4E03), rated by agreement, not frequency; scored in mh_dep_scl_self.",,
mh_irritable_self,incompatible,YPSY4B01,,"Only 'sometimes get upset over small things' (YPSY4B01), rated by agreement, not frequency; scored in beh_agg_self.",,
mh_nobodycares_self,incompatible,YEDU2A13,,"Only 'My friends do not care about my struggles or difficulties' (YEDU2A13), a peer-relationship agreement item.",,
mh_lifenotworth_self,incompatible,YPSY4E04,,"Only 'sometimes feel like dying' (YPSY4E04), rated by agreement, not frequency; scored in mh_dep_scl_self.",,
mh_suicide_ideation_self,incompatible,YPSY4E04,,"Only 'sometimes feel like dying' (YPSY4E04), a passive death wish rated by agreement; scored in mh_dep_scl_self.",,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered; see mh_somatic_self.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,compatible,"YPSY4C01, YPSY4C02, YPSY4C03, YPSY4C04, YPSY4C05, YPSY4C06, YPSY4C07, YPSY4C08","(as.numeric(YPSY4C01) +
  as.numeric(YPSY4C02) +
  as.numeric(YPSY4C03) +
  as.numeric(YPSY4C04) +
  as.numeric(YPSY4C05) +
  as.numeric(YPSY4C06) +
  as.numeric(YPSY4C07) +
  as.numeric(YPSY4C08))","KCYPS eight-item somatic symptom scale (YPSY4C01-C08: sleep, headache, nausea, stomach ache, appetite, tiredness, breathing, fever), 1 = strongly disagree to 4 = strongly agree, none reversed. Sum 8-32, higher = more complaints. Self-report, all waves; no recall period; no partial-completion allowance.",,
mh_somatic_measure,inferred,,"""KCYPS somatic symptom scale, 8 of 8 items, 1-4 item scoring from strongly disagree to strongly agree (range 8-32), no recall period, sum, no reverse-scored items""",Describes mh_somatic_self; all waves.,,
wb_emotsc_basc2,unavailable,,,BASC-2 not administered.,,
wb_mwb_wemwbs,unavailable,,,WEMWBS not administered; see wb_happiness_shs_self.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_swls_self.,,
wb_resil_basc2,unavailable,,,BASC-2 not administered.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_dep_scl_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered; see beh_agg_self.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered; see mh_dep_scl_self.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see mh_somatic_self.,,
wb_bodyimage,unavailable,,,Not collected.,,
wb_lifesat_slss_self,unavailable,,,SLSS not administered; see wb_lifesat_swls_self.,,
wb_lifesat_swls_self,partial,"YPSY1A01, YPSY1A02, YPSY1A03, YPSY1A04, YPSY1A05",(as.numeric(YPSY1A01) + as.numeric(YPSY1A02) + as.numeric(YPSY1A03) + as.numeric(YPSY1A04) + as.numeric(YPSY1A05)),"Full five-item SWLS, standard translation, none reversed. Partial: items scored 1-4 (standard 1-7), total 5-20; standardise within dataset. Self-report, all waves; no partial-completion allowance.",,
wb_lifesat_singleitem_self,incompatible,YPSY1A03,,"Only 'I am satisfied with my life' (YPSY1A03), an SWLS item scored in wb_lifesat_swls_self.",,
wb_happiness_singleitem_self,incompatible,YPSY2A01,,"Only Subjective Happiness Scale item 1 ('Overall, I am...', YPSY2A01), scored in wb_happiness_shs_self.",,
wb_domainsat_schoolwork_self,partial,"YINT1B00, YALL1C04","case_when(!is.na(YALL1C04) ~ NA_real_, as.numeric(YINT1B00) %in% 1:5 ~ as.numeric(YINT1B00), .default = NA_real_)","'How satisfied were you with your academic performance last semester?', 5 points, very dissatisfied to very satisfied; Don't know = NA. Partial: rates performance, not school work. NA on the w7 adult form (YALL1C04 answered; asks about university).",,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,incompatible,"YFAM2A01, YFAM2A02, YFAM2A03, YFAM2A04, YFAM2B01, YFAM2B02, YFAM2B03, YFAM2B04, YFAM2C01, YFAM2C02, YFAM2C03, YFAM2C04, YFAM2D01, YFAM2D02, YFAM2D03, YFAM2D04, YFAM2E01, YFAM2E02, YFAM2E03, YFAM2E04, YFAM2F01, YFAM2F02, YFAM2F03, YFAM2F04",,Only parenting-style agreement items (YFAM2A01-F04); no satisfaction rating.,,
wb_domainsat_friends_self,incompatible,"YEDU2A01, YEDU2A02, YEDU2A03, YEDU2A04, YEDU2A05, YEDU2A06, YEDU2A07, YEDU2A08, YEDU2A09, YEDU2A10, YEDU2A11, YEDU2A12, YEDU2A13",,Only peer-relationship agreement items (YEDU2A01-A13); no satisfaction rating.,,
wb_domainsat_school_self,compatible,"YEDU1A00, YALL1C04","case_when(!is.na(YALL1C04) ~ NA_real_, as.numeric(YEDU1A00) %in% 1:5 ~ as.numeric(YEDU1A00), .default = NA_real_)","'How satisfied were you with your overall school experience last semester?', 5 points, very dissatisfied to very satisfied; Don't know = NA. NA on the w7 adult form (YALL1C04 answered; asks about university).",,
wb_qol_pedsql_self,unavailable,,,PedsQL not administered.,,
wb_qol_pedsql_parent,unavailable,,,PedsQL not administered.,,
wb_qol_kidscreen10_self,unavailable,,,KIDSCREEN-10 not administered.,,
wb_qol_kidscreen10_parent,unavailable,,,KIDSCREEN-10 not administered.,,
wb_selfesteem_rosenberg_self,compatible,"YPSY3A01, YPSY3A02, YPSY3A03, YPSY3A04, YPSY3A05, YPSY3A06, YPSY3A07, YPSY3A08, YPSY3A09, YPSY3A10","(as.numeric(YPSY3A01) +
  (5 - as.numeric(YPSY3A02)) +
  as.numeric(YPSY3A03) +
  as.numeric(YPSY3A04) +
  (5 - as.numeric(YPSY3A05)) +
  (5 - as.numeric(YPSY3A06)) +
  as.numeric(YPSY3A07) +
  (5 - as.numeric(YPSY3A08)) +
  (5 - as.numeric(YPSY3A09)) +
  as.numeric(YPSY3A10))","Full ten-item Rosenberg scale, 1-4 scoring, total 10-40, higher = higher self-esteem. Items reordered (YPSY3A04 = Rosenberg item 7, YPSY3A07 = item 4); negatively worded YPSY3A02, A05, A06, A08, A09 are stored raw and reversed. YPSY3A08 reversed per standard scoring despite its known weak loading. No partial-completion allowance.",,
wb_selfesteem_self,compatible,"YPSY3A01, YPSY3A02, YPSY3A03, YPSY3A04, YPSY3A05, YPSY3A06, YPSY3A07, YPSY3A08, YPSY3A09, YPSY3A10","(as.numeric(YPSY3A01) +
  (5 - as.numeric(YPSY3A02)) +
  as.numeric(YPSY3A03) +
  as.numeric(YPSY3A04) +
  (5 - as.numeric(YPSY3A05)) +
  (5 - as.numeric(YPSY3A06)) +
  as.numeric(YPSY3A07) +
  (5 - as.numeric(YPSY3A08)) +
  (5 - as.numeric(YPSY3A09)) +
  as.numeric(YPSY3A10))",Same total as wb_selfesteem_rosenberg_self.,,
wb_selfesteem_measure,inferred,,"""Rosenberg Self-Esteem Scale, 10 of 10 items, 1-4 item scoring (range 10-40), items 2, 5, 6, 8 and 9 reverse-scored""",Describes wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,GSE not administered; see wb_selfefficacy_self.,,
wb_selfefficacy_self,incompatible,"YINT2A09, YINT2A10, YINT2A11, YINT2A12",,"Only the academic self-efficacy items of the academic enthusiasm scale (YINT2A09-A12); domain-specific efficacy is not mapped, and there is no general self-efficacy measure.",,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,WHO-5 not administered; see wb_happiness_shs_self.,,
wb_happiness_shs_self,partial,"YPSY2A01, YPSY2A02, YPSY2A03, YPSY2A04",(as.numeric(YPSY2A01) + as.numeric(YPSY2A02) + as.numeric(YPSY2A03) + (5 - as.numeric(YPSY2A04))),"Full four-item SHS; item 4 ('some people are generally very unhappy') is stored raw and reversed. Partial: items scored 1-4 (standard 1-7), total 4-16; standardise within dataset. Mapped as the sum. Self-report, all waves; no partial-completion allowance.",,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered; see wb_happiness_shs_self.,,
wb_selfratedhealth_self,incompatible,YPHY1A00,,"Only health compared with peers (YPHY1A00, 4 levels), not general self-rated health.",,
wb_generalhealth_parent,unavailable,,,Not collected.,,
wb_posaffect_self,incompatible,"YPSY2A01, YPSY2A02, YPSY2A03, YPSY2A04",,"Only the Subjective Happiness Scale (YPSY2A01-A04), scored in wb_happiness_shs_self; no positive-affect scale.",,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,incompatible,"YPSY7A01, YPSY7A02, YPSY7A03, YPSY7A04, YPSY7A05, YPSY7A06, YPSY7A07, YPSY7A08",,Only the Short Grit Scale (YPSY7A01-A08); grit is excluded from this row.,,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,incompatible,"YFAM2A01, YFAM2A02, YFAM2A03, YFAM2A04, YFAM2B01, YFAM2B02, YFAM2B03, YFAM2B04, YFAM2C01, YFAM2C02, YFAM2C03, YFAM2C04, YFAM2D01, YFAM2D02, YFAM2D03, YFAM2D04, YFAM2E01, YFAM2E02, YFAM2E03, YFAM2E04, YFAM2F01, YFAM2F02, YFAM2F03, YFAM2F04",,"Only the parenting-style scale (YFAM2A01-F04: warmth, rejection, autonomy support, coercion, structure, chaos); parenting-style items are excluded from this row.",,
wb_socsupport_friends_self,incompatible,"YEDU2A01, YEDU2A02, YEDU2A03, YEDU2A04, YEDU2A05, YEDU2A06, YEDU2A07, YEDU2A08, YEDU2A09, YEDU2A10, YEDU2A11, YEDU2A12, YEDU2A13",,"Only the peer-relationship scale (YEDU2A01-A13), which mixes companionship, disclosure, popularity and conflict items; not a perceived-support scale.",,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,partial,"YTIM1A01, YTIM1A02, YTIM1B01, YTIM1B02",(24 + as.numeric(YTIM1A01) + as.numeric(YTIM1A02) / 60 - as.numeric(YTIM1B01) - as.numeric(YTIM1B02) / 60),"Weekday average bed and wake times last semester (hour and minute; bedtime hours 24-30 = after midnight), self-report, all waves: 24 + wake - bed. Partial: time in bed, not hours asleep.",,
hlth_sleep_we,partial,"YTIM1A03, YTIM1A04, YTIM1B03, YTIM1B04",(24 + as.numeric(YTIM1A03) + as.numeric(YTIM1A04) / 60 - as.numeric(YTIM1B03) - as.numeric(YTIM1B04) / 60),"Weekend counterpart of hlth_sleep_wd. Partial: time in bed, not hours asleep.",,
hlth_sleep,partial,"YTIM1A01, YTIM1A02, YTIM1B01, YTIM1B02, YTIM1A03, YTIM1A04, YTIM1B03, YTIM1B04","(5 *
  (24 + as.numeric(YTIM1A01) + as.numeric(YTIM1A02) / 60 - as.numeric(YTIM1B01) - as.numeric(YTIM1B02) / 60) +
  2 * (24 + as.numeric(YTIM1A03) + as.numeric(YTIM1A04) / 60 - as.numeric(YTIM1B03) - as.numeric(YTIM1B04) / 60)) /
  7","(5 x wd + 2 x we) / 7 of hlth_sleep_wd and hlth_sleep_we. Partial: time in bed, not hours asleep.",,
hlth_sleepprob,incompatible,"YTIM1C01, YTIM1C02, YPSY4C01",,"Only single items: 'Do you usually sleep well?' on weekdays and weekends (YTIM1C01, YTIM1C02) and a sleep item scored in mh_somatic_self (YPSY4C01).",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
