target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_argues,incompatible,"ypargm, ypargf",,"Quarrel frequency with mother and with father (most days to hardly ever); conflict with one parent, not an 'argues too much' rating.",,
beh_persistence_finishwork,incompatible,ypsdqy,,"'I finish the work I'm doing', SDQ self-report item (ypsdqy), 3-point truth scale, already scored in the hyperactivity subscale; not a frequency.",,
beh_emotreg_stayscalm,incompatible,ypsdqe,,"Only SDQ item 5, 'I get very angry and often lose my temper': problem-worded and truth-rated; scored in beh_conduct_sdq_self.",,
beh_peerprob_makefriends,proximate,ypmkfrn,"recode_values(as.numeric(ypmkfrn), c(1, 2) ~ ""No difficulty"", 3 ~ ""A little difficulty"", 4 ~ ""A lot of difficulty"")","BHPS waves 7-11, 18: 'how easy to make friends' (very/quite easy, quite/very hard). Easy = no difficulty, quite hard = a little, very hard = a lot. Proximate: asks ease, not difficulty relative to peers.",,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,compatible,ypsdqcp_dv,as.numeric(ypsdqcp_dv),"UKHLS odd waves (1, 3, ..., 15): study-derived self-report SDQ subscale (ypsdq*_dv), standard 0-2 scoring, scored when at least 3 of 5 items are answered, prorated and rounded half up (checked against ypsdqa-ypsdqy). Ages 10-16; 16% of scored respondents are 10, below the form's validated 11-17.",,
beh_hyper_sdq_self,compatible,ypsdqha_dv,as.numeric(ypsdqha_dv),See beh_conduct_sdq_self.,,
beh_peerprob_sdq_self,compatible,ypsdqpp_dv,as.numeric(ypsdqpp_dv),See beh_conduct_sdq_self.,,
beh_prosocial_sdq_self,compatible,ypsdqps_dv,as.numeric(ypsdqps_dv),See beh_conduct_sdq_self.,,
beh_conduct_sdq_teacher,unavailable,,,SDQ teacher form not administered; see beh_conduct_sdq_self.,,
beh_hyper_sdq_teacher,unavailable,,,SDQ teacher form not administered; see beh_hyper_sdq_self.,,
beh_peerprob_sdq_teacher,unavailable,,,SDQ teacher form not administered; see beh_peerprob_sdq_self.,,
beh_prosocial_sdq_teacher,unavailable,,,SDQ teacher form not administered; see beh_prosocial_sdq_self.,,
beh_ext_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
beh_ext_sdq_self,unavailable,,,"Study releases component subscales only; composite derived at analysis, not mapped here.",,
beh_ext_sdq_teacher,unavailable,,,SDQ teacher form not administered.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_atten_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_rulebreak_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_ext_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_cbcl_measure,unavailable,,,CBCL not administered.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,BASC-2 not administered.,,
cog_langexec_nepsy,unavailable,,,NEPSY not administered.,,
cog_phono_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhibcont_nepsy,unavailable,,,NEPSY not administered.,,
cog_vismotor_nepsy,unavailable,,,NEPSY not administered.,,
cog_verbalfluency_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhib_nihtb_flanker,unavailable,,,NIH Toolbox not administered.,,
cog_flex_nihtb_dccs,unavailable,,,NIH Toolbox not administered.,,
cog_wm_nihtb_listsort,unavailable,,,NIH Toolbox not administered.,,
cog_speed_nihtb_pattern,unavailable,,,NIH Toolbox not administered.,,
cog_epimem_nihtb_picseq,unavailable,,,NIH Toolbox not administered.,,
cog_vocab_nihtb_picvocab,unavailable,,,NIH Toolbox not administered.,,
cog_fluidcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_crystcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_totalcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_wm_digitspan,unavailable,,,Digit Span not administered.,,
cog_iq_fullscale,incompatible,"ypravena11, ypravenb12, ypravenc4, ypravenc12, ypravend7, ypravend12, ypravene1, ypravene5, ypravene7",,"Only nine Raven's Progressive Matrices items (UKHLS wave 10); a short item set is not a full-scale IQ, and no schema row covers it.",,
cog_vocab_bpvs,unavailable,,,BPVS not administered.,,
cog_vocab_ppvt,unavailable,,,PPVT not administered.,,
cog_execfunc_brief_parent,unavailable,,,BRIEF not administered.,,
cog_vocab_bas_naming,unavailable,,,BAS II not administered.,,
cog_nonverbalreason_bas_picsim,unavailable,,,BAS II not administered; see cog_iq_fullscale.,,
cog_spatial_bas_pattern,unavailable,,,BAS II not administered.,,
cog_verbalreason_bas_versim,unavailable,,,BAS II not administered.,,
cog_schoolread_bracken,unavailable,,,Bracken not administered.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,BASC-2 not administered.,,
mh_dep_basc2,unavailable,,,BASC-2 not administered.,,
mh_emotsymp_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,compatible,ypsdqes_dv,as.numeric(ypsdqes_dv),See beh_conduct_sdq_self.,,
mh_emotsymp_sdq_teacher,unavailable,,,SDQ teacher form not administered; see mh_emotsymp_sdq_self.,,
mh_totaldiff_sdq_self,compatible,ypsdqtd_dv,as.numeric(ypsdqtd_dv),See beh_conduct_sdq_self. Sum of the four difficulty subscales.,,
mh_totaldiff_sdq_teacher,unavailable,,,SDQ teacher form not administered; see mh_totaldiff_sdq_self.,,
mh_int_sdq_parent,unavailable,,,See beh_conduct_sdq_parent.,,
mh_int_sdq_self,unavailable,,,See beh_ext_sdq_self.,,
mh_int_sdq_teacher,unavailable,,,SDQ teacher form not administered.,,
mh_dep_smfq_self,unavailable,,,SMFQ not administered; see mh_dep_self.,,
mh_dep_smfq_parent,unavailable,,,SMFQ not administered.,,
mh_dep_cdi_self,unavailable,,,CDI not administered; see mh_dep_self.,,
mh_dep_cesd_self,unavailable,,,CES-D not administered; see mh_dep_self.,,
mh_dep_phq9_self,unavailable,,,PHQ-9 not administered; see mh_dep_self.,,
mh_dep_rcads_self,unavailable,,,RCADS not administered; see mh_dep_self.,,
mh_dep_dass21_self,unavailable,,,DASS-21 not administered; see mh_dep_self.,,
mh_dep_scl_self,unavailable,,,SCL-90-R not administered; see mh_dep_self.,,
mh_distress_k6_self,unavailable,,,K6 not administered.,,
mh_distress_k10_self,unavailable,,,K10 not administered.,,
mh_anx_masc_self,unavailable,,,MASC not administered; see mh_anx_self.,,
mh_anx_scas_self,unavailable,,,SCAS not administered; see mh_anx_self.,,
mh_anx_scas_parent,unavailable,,,SCAS not administered.,,
mh_anx_scared_self,unavailable,,,SCARED not administered; see mh_anx_self.,,
mh_anx_scared_parent,unavailable,,,SCARED not administered.,,
mh_anx_gad7_self,unavailable,,,GAD-7 not administered; see mh_anx_self.,,
mh_anx_rcads_self,unavailable,,,RCADS not administered; see mh_anx_self.,,
mh_anx_dass21_self,unavailable,,,DASS-21 not administered; see mh_anx_self.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,incompatible,"ypsad_bd, ypsdqm",,Days felt unhappy (mh_sad_self) and SDQ item 13 only; not a depression screen.,,
mh_dep_self,incompatible,"ypsdqes_dv, ypsad_bd",,"SDQ emotional symptoms subscale only (mixed content; mapped to mh_emotsymp_sdq_self), plus a single unhappy-days item (mh_sad_self).",,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,incompatible,ypsdqes_dv,,SDQ emotional symptoms subscale only (mixed content); mapped to mh_emotsymp_sdq_self.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,proximate,"yplonely, yplone","coalesce(
  recode_values(as.numeric(yplonely), 1 ~ ""Rarely"", 2 ~ ""Sometimes"", 3 ~ ""Always""),
  recode_values(as.numeric(yplone), 1 ~ ""Always"", 2 ~ ""Often"", 3 ~ ""Sometimes"", 4 ~ ""Rarely"")
)","UKHLS waves 12-15: 'How often do you feel lonely?' (hardly ever or never, some of the time, all of the time). BHPS waves 5-11: very often, quite often, occasionally, hardly ever. No recall period. Proximate: neither scale has five levels; hardly ever or never = Rarely, Never unused.",,
mh_lonely_scale_self,incompatible,"yplonely, yplone",,Single loneliness items only; mapped to mh_lonely_self.,,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,proximate,ypsad_bd,"recode_values(as.numeric(ypsad_bd), 1 ~ ""Never"", 2 ~ ""Rarely"", 3 ~ ""Sometimes"", 4 ~ ""Often"")","BHPS waves 4-11, 16: 'how many days have you felt unhappy?' (none, 1-3, 4-10, 11+); recall period undocumented. Bands map to Never/Rarely/Sometimes/Often; Always never emitted. BHPS wave 18 ypsad (days felt depressed) not used: different wording, one wave.",,
mh_worry_self,incompatible,ypwor,,"BHPS asks nights lost to worry in the past week: sleep loss, not worry frequency.",,
mh_irritable_self,incompatible,ypsdqe,,"Only SDQ item 5 (very angry, loses temper), truth-rated; scored in beh_conduct_sdq_self.",,
mh_nobodycares_self,incompatible,ypfamsup,,"Only feeling supported by family (UKHLS odd waves), a support-availability item.",,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,incompatible,"ypsdqc, yplgcvsymp4, yplgcvsymp5, yplgcvsymp8, yplgcvsymp11, yplgcvsymp12, yplgcvsymp13",,"Only SDQ item 3 (headaches, stomach-aches or sickness; truth-rated, scored in mh_emotsymp_sdq_self) and a wave-13 long-COVID symptom checklist (n = 90); no somatic-complaints scale.",,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,BASC-2 not administered.,,
wb_mwb_wemwbs,unavailable,,,WEMWBS not administered.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_singleitem_self.,,
wb_resil_basc2,unavailable,,,BASC-2 not administered.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_sad_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered; see mh_irritable_self.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_diffsleep,incompatible,"ypsleep5, ypsleep6",,"UKHLS waves 12-13 ask time to fall asleep and trouble getting back to sleep, past 4 weeks (ypsleep5/6); not HBSC frequency of difficulty sleeping.",,
wb_bodyimage,proximate,"yphlwtr, ypwghr","recode_values(
  coalesce(as.numeric(yphlwtr), as.numeric(ypwghr)),
  1 ~ ""About right"",
  2 ~ ""A bit too thin"",
  3 ~ ""A bit too fat"",
  4 ~ ""Much too fat""
)","Perceived weight: about right, underweight, slightly or very overweight (UKHLS yphlwtr waves 2, 4, 6, 8, 9, 11, 13, 15; BHPS ypwghr waves 14, 16, 18). Underweight has no degree, so = 'A bit too thin'; 'Much too thin' never emitted. Proximate: asks weight, not body size.",,
wb_lifesat_slss_self,unavailable,,,SLSS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_swls_self,unavailable,,,SWLS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_singleitem_self,compatible,yphlf,8 - as.numeric(yphlf),"'Which best describes how you feel about your life as a whole?' 7-point faces scale, 1 completely happy to 7 not at all happy; every wave. Reversed so higher = more satisfied.",,
wb_happiness_singleitem_self,incompatible,yphlf,,"'Happiness: life overall' (7-point faces scale, every wave) maps to wb_lifesat_singleitem_self as life satisfaction; no separate general happiness item.",,
wb_domainsat_schoolwork_self,compatible,yphsw,8 - as.numeric(yphsw),"'How do you feel about ... your school work?' Faces scale and reversal as wb_lifesat_singleitem_self (BHPS labels only 1, 4, 7). Every wave.",,
wb_domainsat_appearance_self,compatible,yphap,8 - as.numeric(yphap),"'How do you feel about ... your appearance?' Faces scale and reversal as wb_lifesat_singleitem_self (BHPS labels only 1, 4, 7). Every wave.",,
wb_domainsat_family_self,compatible,yphfm,8 - as.numeric(yphfm),"'How do you feel about ... your family?' Faces scale and reversal as wb_lifesat_singleitem_self (BHPS labels only 1, 4, 7). Every wave.",,
wb_domainsat_friends_self,compatible,yphfr,8 - as.numeric(yphfr),"'How do you feel about ... your friends?' Faces scale and reversal as wb_lifesat_singleitem_self (BHPS labels only 1, 4, 7). Every wave.",,
wb_domainsat_school_self,compatible,yphsc,8 - as.numeric(yphsc),"'How do you feel about ... the school you go to?' Faces scale and reversal as wb_lifesat_singleitem_self (BHPS labels only 1, 4, 7). Every UKHLS wave, BHPS waves 12-18.",,
wb_qol_pedsql_self,unavailable,,,PedsQL not administered.,,
wb_qol_pedsql_parent,unavailable,,,PedsQL not administered.,,
wb_qol_kidscreen10_self,unavailable,,,KIDSCREEN not administered.,,
wb_qol_kidscreen10_parent,unavailable,,,KIDSCREEN not administered.,,
wb_selfesteem_rosenberg_self,incompatible,"ypesta, ypestb, ypeste, ypestf, ypesti, ypestj",,Only 6 of 10 Rosenberg items asked; subset mapped to wb_selfesteem_self.,,
wb_selfesteem_self,compatible,"ypesta, ypestb, ypestc, ypeste, ypestf",(5 - as.numeric(ypesta)) + as.numeric(ypestb) + (5 - as.numeric(ypestc)) + as.numeric(ypeste) + as.numeric(ypestf),"Sum of 5 items in every wave with the battery (all BHPS, UKHLS even waves 2-14): good qualities, feel useless, likeable, feel a failure, no good at all. 1 strongly agree to 4 strongly disagree; positive items reversed so higher = higher self-esteem (range 5-20); missing if any item missing. Waves with 3 extra items (ypesti/j/k) use the same 5.",,
wb_selfesteem_measure,inferred,,"""Youth self-esteem items: 5 items (4 from the Rosenberg Self-Esteem Scale plus 'I am a likeable person'), 1-4 item scoring, positive items reversed (range 5-20)""",Describes wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,GSE not administered; see wb_selfefficacy_self.,,
wb_selfefficacy_self,incompatible,ypestk,,"Only one item, 'can usually solve own problems' (ypestk; BHPS waves 9-18, UKHLS even waves 2-14, in the self-esteem battery); not a scale.",,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,WHO-5 not administered.,,
wb_happiness_shs_self,unavailable,,,SHS not administered.,,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered.,,
wb_selfratedhealth_self,compatible,ypsrhlth,"recode_values(as.numeric(ypsrhlth), 1 ~ ""Excellent"", 2 ~ ""Very good"", 3 ~ ""Good"", 4 ~ ""Fair"", 5 ~ ""Poor"")","UKHLS waves 2, 4, 6, 8-15: 'In general, would you say your health is...'. BHPS asks health vs peers (yphstat), a different question; BHPS rows missing.",,
wb_generalhealth_parent,incompatible,ypsrhlth,,"Only the youth's self-rated health (ypsrhlth), mapped to wb_selfratedhealth_self; no parent rating of the child's health.",,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,incompatible,ypfamsup,,"Only one item, 'Feel supported by family' (ypfamsup, 3 levels, UKHLS odd waves); not a scale.",,
wb_socsupport_friends_self,incompatible,ypnpal,,"Only a count of close friends (ypnpal), which the schema excludes; no perceived friend-support item.",,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,partial,"ypsleep1, ypsleep2","local({
  bed <- case_when(
    ypsleep1 == 1 ~ 21,
    ypsleep1 == 2 ~ 21.5,
    ypsleep1 == 3 ~ 22.5,
    ypsleep1 == 4 ~ 23.5,
    ypsleep1 == 5 ~ 0,
    .default = NA_real_
  )
  wake <- case_when(
    ypsleep2 == 1 ~ 6,
    ypsleep2 == 2 ~ 6.5,
    ypsleep2 == 3 ~ 7.5,
    ypsleep2 == 4 ~ 8.5,
    ypsleep2 == 5 ~ 9,
    .default = NA_real_
  )
  (wake - bed) %% 24
})","UKHLS waves 12-13, youth self-completion: usual time of going to sleep on a school night and waking on a school day (ypsleep1, ypsleep2); hourly bands at their midpoints, open bands at their stated bound (before 9 pm 21:00, after midnight 00:00, before 6 am 06:00, after 9 am 09:00). Wake minus sleep time, across midnight. Partial: banded clock times, not hours asleep.",,
hlth_sleep_we,partial,"ypsleep3, ypsleep4","local({
  bed <- case_when(
    ypsleep3 == 1 ~ 21,
    ypsleep3 == 2 ~ 21.5,
    ypsleep3 == 3 ~ 22.5,
    ypsleep3 == 4 ~ 23.5,
    ypsleep3 == 5 ~ 0,
    .default = NA_real_
  )
  wake <- case_when(
    ypsleep4 == 1 ~ 8,
    ypsleep4 == 2 ~ 8.5,
    ypsleep4 == 3 ~ 9.5,
    ypsleep4 == 4 ~ 10.5,
    ypsleep4 == 5 ~ 11.5,
    ypsleep4 == 6 ~ 12,
    .default = NA_real_
  )
  (wake - bed) %% 24
})","UKHLS waves 12-13, youth self-completion: as hlth_sleep_wd, for nights before and mornings of a non-school day (ypsleep3, ypsleep4); open wake bands at their stated bound (before 8 am 08:00, after midday 12:00). Partial: banded clock times, not hours asleep.",,
hlth_sleep,partial,"ypsleep1, ypsleep2, ypsleep3, ypsleep4","local({
  bed_wd <- case_when(
    ypsleep1 == 1 ~ 21,
    ypsleep1 == 2 ~ 21.5,
    ypsleep1 == 3 ~ 22.5,
    ypsleep1 == 4 ~ 23.5,
    ypsleep1 == 5 ~ 0,
    .default = NA_real_
  )
  wake_wd <- case_when(
    ypsleep2 == 1 ~ 6,
    ypsleep2 == 2 ~ 6.5,
    ypsleep2 == 3 ~ 7.5,
    ypsleep2 == 4 ~ 8.5,
    ypsleep2 == 5 ~ 9,
    .default = NA_real_
  )
  wd <- (wake_wd - bed_wd) %% 24
  bed_we <- case_when(
    ypsleep3 == 1 ~ 21,
    ypsleep3 == 2 ~ 21.5,
    ypsleep3 == 3 ~ 22.5,
    ypsleep3 == 4 ~ 23.5,
    ypsleep3 == 5 ~ 0,
    .default = NA_real_
  )
  wake_we <- case_when(
    ypsleep4 == 1 ~ 8,
    ypsleep4 == 2 ~ 8.5,
    ypsleep4 == 3 ~ 9.5,
    ypsleep4 == 4 ~ 10.5,
    ypsleep4 == 5 ~ 11.5,
    ypsleep4 == 6 ~ 12,
    .default = NA_real_
  )
  we <- (wake_we - bed_we) %% 24
  (5 * wd + 2 * we) / 7
})","UKHLS waves 12-13, youth self-completion: 5:2 weighted mean of hlth_sleep_wd and hlth_sleep_we, recomputed from the same sleep/wake bands. Partial as those rows.",,
hlth_sleepprob,incompatible,"ypsleep5, ypsleep6",,"Only two single items, time to fall asleep and trouble getting back to sleep in the last 4 weeks (ypsleep5, ypsleep6; UKHLS waves 12-13); not a scale.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
