target_variable,status,source_columns,expression,notes,lookup_table,measure
mh_anx_diagnosed_severity,compatible,"k2q33c, anxiety_nschyr","if_else(
  as.numeric(anxiety_nschyr) == 3,
  recode_values(as.numeric(k2q33c), 1 ~ ""Mild"", 2 ~ ""Moderate"", 3 ~ ""Severe""),
  NA_character_
)","K2Q33C: 'Mild, Moderate, or Severe?', asked if currently diagnosed; kept at 3 levels. NA unless ANXIETY_NSCHYR = 3 (currently diagnosed, ages 3-17), which drops answers for children under 3.",,
mh_dep_diagnosed,compatible,depress_nschyr,"recode_values(as.numeric(depress_nschyr), 1 ~ ""Never diagnosed"", 2 ~ ""Previously diagnosed"", 3 ~ ""Currently diagnosed"")","DRC indicator: K2Q32A (ever told child has depression) + K2Q32B (currently). Diagnosis, not a symptom score; caregiver-reported, unverified.",,
mh_dep_diagnosed_severity,compatible,"k2q32c, depress_nschyr","if_else(
  as.numeric(depress_nschyr) == 3,
  recode_values(as.numeric(k2q32c), 1 ~ ""Mild"", 2 ~ ""Moderate"", 3 ~ ""Severe""),
  NA_character_
)","K2Q32C: 'Mild, Moderate, or Severe?', asked if currently diagnosed; kept at 3 levels. NA unless DEPRESS_NSCHYR = 3 (currently diagnosed, ages 3-17), which drops answers for children under 3.",,
mh_emotsymp_sdq_self,unavailable,,,SDQ not administered.,,
mh_emotsymp_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_self,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_int_sdq_parent,unavailable,,,SDQ not administered.,,
mh_int_sdq_self,unavailable,,,SDQ not administered.,,
mh_int_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_dep_smfq_self,unavailable,,,SMFQ not administered; see mh_dep_diagnosed.,,
mh_dep_smfq_parent,unavailable,,,SMFQ not administered; see mh_dep_diagnosed.,,
mh_dep_cdi_self,unavailable,,,CDI not administered.,,
mh_dep_cesd_self,unavailable,,,CES-D not administered.,,
mh_dep_phq9_self,unavailable,,,PHQ-9 not administered.,,
mh_dep_rcads_self,unavailable,,,RCADS not administered.,,
mh_dep_dass21_self,unavailable,,,DASS-21 not administered.,,
mh_dep_scl_self,unavailable,,,SCL-90-R not administered.,,
mh_distress_k6_self,unavailable,,,K6 not administered.,,
mh_distress_k10_self,unavailable,,,K10 not administered.,,
mh_anx_masc_self,unavailable,,,MASC not administered.,,
mh_anx_scas_self,unavailable,,,SCAS not administered.,,
mh_anx_scas_parent,unavailable,,,SCAS not administered.,,
mh_anx_scared_self,unavailable,,,SCARED not administered; see mh_anx_diagnosed.,,
mh_anx_scared_parent,unavailable,,,SCARED not administered; see mh_anx_diagnosed.,,
mh_anx_gad7_self,unavailable,,,GAD-7 not administered.,,
mh_anx_rcads_self,unavailable,,,RCADS not administered.,,
mh_anx_dass21_self,unavailable,,,DASS-21 not administered.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,unavailable,,,Not collected.,,
mh_dep_self,unavailable,,,Not collected.,,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,unavailable,,,Not collected.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,incompatible,"k2q32a, k2q33a",,Depression and anxiety are asked separately; mapped to mh_dep_diagnosed and mh_anx_diagnosed.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,unavailable,,,Not collected.,,
mh_lonely_scale_self,unavailable,,,Not collected.,,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,unavailable,,,Not collected.,,
mh_worry_self,unavailable,,,Not collected.,,
mh_irritable_self,incompatible,"temper, temper_r",,"Parent-rated how often the child loses control of temper (ages 3-5; temper 2016-2021, temper_r 2022-2023) only; no self-report item.",,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,incompatible,"headache, stomach, physicalpain",,"Caregiver-reported yes/no past-12-month health difficulties only (frequent or severe headaches, stomach or digestion problems, chronic physical pain); no self-report complaints scale.",,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,BASC-2 not administered.,,
wb_mwb_wemwbs,unavailable,,,WEMWBS not administered.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered.,,
wb_resil_basc2,unavailable,,,BASC-2 not administered; see beh_emotreg_stayscalm.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered.,,
wb_bodyimage,incompatible,bodyimage,,"BODYIMAGE (2022-2023, ages 6-17): caregiver report of how concerned the child was about body weight, shape or size (very much/somewhat/not at all), not the child's too-thin to too-fat self-perception; mapped nowhere.",,
wb_lifesat_slss_self,unavailable,,,SLSS not administered.,,
wb_lifesat_swls_self,unavailable,,,SWLS not administered.,,
wb_lifesat_singleitem_self,unavailable,,,Not collected.,,
wb_happiness_singleitem_self,unavailable,,,Not collected.,,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,incompatible,bodyimage,,"Caregiver report only of how concerned the child was about body weight, shape or size in the past 12 months (bodyimage, 2022-2023, ages 6-17); not a self-rated satisfaction item.",,
wb_domainsat_family_self,unavailable,,,Not collected.,,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,unavailable,,,Not collected.,,
wb_qol_pedsql_self,unavailable,,,PedsQL not administered.,,
wb_qol_pedsql_parent,unavailable,,,PedsQL not administered; see wb_generalhealth_parent.,,
wb_qol_kidscreen10_self,unavailable,,,KIDSCREEN-10 not administered.,,
wb_qol_kidscreen10_parent,unavailable,,,KIDSCREEN not administered.,,
wb_selfesteem_rosenberg_self,unavailable,,,Rosenberg scale not administered.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,GSE not administered.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,WHO-5 not administered.,,
wb_happiness_shs_self,unavailable,,,SHS not administered.,,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered.,,
wb_selfratedhealth_self,incompatible,k2q01,,"Caregiver rates the child's general health (K2Q01, excellent to poor), mapped to wb_generalhealth_parent; no self-rating.",,
wb_generalhealth_parent,compatible,k2q01,"recode_values(as.numeric(k2q01), 1 ~ ""Excellent"", 2 ~ ""Very good"", 3 ~ ""Good"", 4 ~ ""Fair"", 5 ~ ""Poor"")","K2Q01: 'In general, how would you describe this child's health?' (excellent to poor), caregiver-reported, all waves, ages 0-17. Code 99 NA.",,
wb_posaffect_self,incompatible,k6q72_r,,"Caregiver-rated single item only: the child smiles and laughs (k6q72_r, ages 0-5; truth-rated 2016-2017, how often from 2018); no self-report scale.",,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,incompatible,"k6q71_r, k7q84_r, k7q85_r",,"Caregiver-rated flourishing items only: curiosity (K6Q71_R, mapped nowhere), finishing tasks (K7Q84_R, mapped to beh_persistence_finishwork) and staying calm (K7Q85_R, mapped to beh_emotreg_stayscalm); not a self-report eudaimonic scale.",,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,unavailable,,,Not collected.,,
wb_socsupport_friends_self,unavailable,,,Not collected.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,compatible,hoursleep,"recode_values(as.numeric(hoursleep), 1 ~ 5.5, 2 ~ 6, 3 ~ 7, 4 ~ 8, 5 ~ 9, 6 ~ 10, 7 ~ 11)","Ages 6-17 only. HOURSLEEP: 'During the past week, how many hours of sleep did this child get on most weeknights?' (2016-2017: 'on an average weeknight'), caregiver-reported. Point labels at their value, less than 6 hours = 5.5, top band 11 or more hours = 11; codes 90 and 99 NA.",,
hlth_sleep_we,unavailable,,,No weekend or non-school-night item.,,
hlth_sleep,partial,hoursleep05,"recode_values(as.numeric(hoursleep05), 1 ~ 6.5, 2 ~ 7, 3 ~ 8, 4 ~ 9, 5 ~ 10, 6 ~ 11, 7 ~ 12)","Ages 0-5 only. HOURSLEEP05: past-week hours of sleep 'during an average day (count both nighttime sleep and naps)', caregiver-reported. Point labels at their value, less than 7 hours = 6.5, top band 12 or more hours = 12; codes 90 and 99 NA. Partial: 24-hour sleep including naps. The ages 6-17 weeknight item is on hlth_sleep_wd.",,
hlth_sleepprob,incompatible,bedtime,,Caregiver-rated single item only: how often the child goes to bed at about the same time on weeknights (bedtime); no sleep-problems scale.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
