target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_argues,incompatible,ext_argue,,"Only 'I usually quarrel with peers' (2018, 2022, 1-5 applicability rating); not a frequency item.",,
beh_persistence_finishwork,incompatible,ext_homework,,"Only 'It's hard for me to finish homework' (2018, 2022, 1-5 applicability rating), a difficulty item.",,
beh_emotreg_stayscalm,incompatible,int_angry_study,,"Only 'I feel angry when I have difficulty in study' (2018, 2022, 1-5 applicability rating), a problem-worded item.",,
beh_peerprob_makefriends,incompatible,good_friends_n,,Only the number of good friends (2010); friend counts do not map.,,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,Not collected.,,
beh_hyper_sdq_self,unavailable,,,Not collected.,,
beh_peerprob_sdq_self,unavailable,,,Not collected.,,
beh_prosocial_sdq_self,unavailable,,,Not collected.,,
beh_conduct_sdq_teacher,unavailable,,,Not collected.,,
beh_hyper_sdq_teacher,unavailable,,,Not collected.,,
beh_peerprob_sdq_teacher,unavailable,,,Not collected.,,
beh_prosocial_sdq_teacher,unavailable,,,Not collected.,,
beh_ext_sdq_parent,unavailable,,,Not collected.,,
beh_ext_sdq_self,unavailable,,,Not collected.,,
beh_ext_sdq_teacher,unavailable,,,Not collected.,,
beh_agg_cbcl_parent,unavailable,,,Not collected.,,
beh_atten_cbcl_parent,unavailable,,,Not collected.,,
beh_rulebreak_cbcl_parent,unavailable,,,Not collected.,,
beh_ext_cbcl_parent,unavailable,,,Not collected.,,
beh_cbcl_measure,unavailable,,,Not collected.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,Not collected.,,
cog_langexec_nepsy,unavailable,,,Not collected.,,
cog_phono_nepsy,unavailable,,,Not collected.,,
cog_inhibcont_nepsy,unavailable,,,Not collected.,,
cog_vismotor_nepsy,unavailable,,,Not collected.,,
cog_verbalfluency_nepsy,unavailable,,,Not collected.,,
cog_inhib_nihtb_flanker,unavailable,,,Not collected.,,
cog_flex_nihtb_dccs,unavailable,,,Not collected.,,
cog_wm_nihtb_listsort,unavailable,,,Not collected.,,
cog_speed_nihtb_pattern,unavailable,,,Not collected.,,
cog_epimem_nihtb_picseq,unavailable,,,Not collected.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not collected.,,
cog_fluidcomp_nihtb,unavailable,,,Not collected.,,
cog_crystcomp_nihtb,unavailable,,,Not collected.,,
cog_totalcomp_nihtb,unavailable,,,Not collected.,,
cog_wm_digitspan,unavailable,,,Not collected.,,
cog_iq_fullscale,incompatible,number_series_w,,"Only a number series test (2016, 2020), a single subtest; no full-scale battery.",,
cog_vocab_bpvs,unavailable,,,Not collected.,,
cog_vocab_ppvt,unavailable,,,Not collected.,,
cog_execfunc_brief_parent,unavailable,,,Not collected.,,
cog_vocab_bas_naming,unavailable,,,Not collected.,,
cog_nonverbalreason_bas_picsim,unavailable,,,Not collected.,,
cog_spatial_bas_pattern,unavailable,,,Not collected.,,
cog_verbalreason_bas_versim,unavailable,,,Not collected.,,
cog_schoolread_bracken,unavailable,,,Not collected.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,Not collected.,,
mh_dep_basc2,unavailable,,,Not collected.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,SMFQ not administered; see mh_dep_cesd_self.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,CDI not administered; see mh_dep_cesd_self.,,
mh_dep_cesd_self,partial,cesd20,as.numeric(cesd20) - 20,"CFPS CES-D 20 composite (cesd20sc), equipercentile-equated across waves, 1-4 per item; minus 20 (item count) to rebase to 0-3 per item. 2016-2022. Missing-item rule not documented (NA for nearly all respondents with an unanswered item).",,
mh_dep_phq9_self,unavailable,,,PHQ-9 not administered; see mh_dep_cesd_self.,,
mh_dep_rcads_self,unavailable,,,RCADS not administered; see mh_dep_cesd_self.,,
mh_dep_dass21_self,unavailable,,,DASS-21 not administered; see mh_dep_cesd_self.,,
mh_dep_scl_self,unavailable,,,SCL-90-R not administered; see mh_dep_cesd_self.,,
mh_distress_k6_self,partial,"k6_depressed, k6_nervous, k6_restless, k6_hopeless, k6_effort, k6_meaningless, k6_child2010_depressed, k6_child2010_nervous, k6_child2010_restless, k6_child2010_hopeless, k6_child2010_effort, k6_child2010_meaningless","local({
  main <- sapply(list(k6_depressed, k6_nervous, k6_restless, k6_hopeless, k6_effort, k6_meaningless), as.numeric)
  child2010 <- sapply(
    list(
      k6_child2010_depressed,
      k6_child2010_nervous,
      k6_child2010_restless,
      k6_child2010_hopeless,
      k6_child2010_effort,
      k6_child2010_meaningless
    ),
    as.numeric
  )
  main[!(main %in% 1:5)] <- NA
  child2010[!(child2010 %in% 1:5)] <- NA
  coalesce(rowSums(5 - main), rowSums(5 - child2010))
})","2010 and 2014 only. K6-style past-month set with 'life meaningless' for 'worthless' (2010 English labels: stressed, upset, everything difficult); sum of (5 - item), 0-24, complete-case. Anchors: almost every day, often, half of the time, sometimes, never; 2010 child form 2-3 times a week, 2-3 times a month, once a month. Standardise within wave.",,
mh_distress_k10_self,unavailable,,,K10 not administered; see mh_distress_k6_self.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
mh_anx_scas_parent,unavailable,,,Not collected.,,
mh_anx_scared_self,unavailable,,,Not collected.,,
mh_anx_scared_parent,unavailable,,,Not collected.,,
mh_anx_gad7_self,unavailable,,,Not collected.,,
mh_anx_rcads_self,unavailable,,,Not collected.,,
mh_anx_dass21_self,unavailable,,,Not collected.,,
mh_anxdep_cbcl_parent,unavailable,,,Not collected.,,
mh_int_cbcl_parent,unavailable,,,Not collected.,,
mh_dep_binary_self,incompatible,"cesd20, cesd8",,CES-D-20 equated composite in mh_dep_cesd_self; scale totals are not dichotomised here.,,
mh_dep_self,compatible,cesd20,as.numeric(cesd20) - 20,Same score as mh_dep_cesd_self (0-3 item metric).,,
mh_dep_measure,inferred,wave,"if_else(
  wave %in% c(""2016"", ""2018"", ""2020"", ""2022""),
  ""CES-D, CFPS equipercentile-equated 20-item composite (8 of 20 items fielded to all; the other 12 only to a 2016 subsample), 0-3 item scoring (range 0-60)"",
  NA_character_
)","2016-2022, the waves that fielded the CES-D; NA in 2010 and 2014.",,
mh_anx_self,unavailable,,,Not collected.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,incompatible,"k6_nervous, k6_child2010_nervous",,"Only the K6-style past-month frequency of feeling nervous (2010 label 'stressed'), a pooled distress item; scored in mh_distress_k6_self.",,
mh_lonely_self,proximate,lonely,"recode_values(as.numeric(lonely), 1 ~ ""Rarely"", 2 ~ ""Sometimes"", 3 ~ ""Often"", 4 ~ ""Always"", default = NA_character_)","CES-D 'I feel lonely', past week, 2016-2022; days under 1, 1-2, 3-4, 5-7 -> Rarely, Sometimes, Often, Always, so Never is not reachable. Also scored in mh_dep_cesd_self.",,
mh_lonely_scale_self,incompatible,lonely,,"Only the CES-D item 'I feel lonely' (2016-2022), mapped to mh_lonely_self; no loneliness scale.",,
mh_lonely_measure,unavailable,,,No loneliness scale.,,
mh_sad_self,proximate,sad,"recode_values(as.numeric(sad), 1 ~ ""Rarely"", 2 ~ ""Sometimes"", 3 ~ ""Often"", 4 ~ ""Always"", default = NA_character_)","CES-D 'I feel sad', past week, 2016-2022; 4 levels by days (under 1, 1-2, 3-4, 5-7). Recoded as mh_lonely_self.",,
mh_worry_self,incompatible,int_worry_school,,"Only 1-5 applicability items on specific school worries (2018, 2022); no frequency item.",,
mh_irritable_self,incompatible,int_angry_study,,"Only a 1-5 applicability item on anger at study difficulties (2018, 2022); no frequency item.",,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,incompatible,"k6_meaningless, k6_child2010_meaningless, cesd_notgoing",,"Only the past-month K6-style 'felt life was meaningless' item (2010, 2014: wn406, wq606, qq606) and CES-D item 20 'I could not get going' (2016-2022); neither is a death wish.",,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,unavailable,,,Not collected.,,
mh_psychsom_measure,unavailable,,,Not collected.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,Not collected.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_singleitem_self.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,incompatible,sad,,"Only CES-D 'I feel sad' (past-week days), mapped to mh_sad_self.",,
wb_psychcomplaints_irritable,incompatible,int_angry_study,,"Only a 1-5 applicability item on anger at study difficulties (2018, 2022); see mh_irritable_self.",,
wb_psychcomplaints_nervous,incompatible,"k6_nervous, k6_child2010_nervous",,"Only the K6-style past-month 'nervous' item (2010, 2014), scored in mh_distress_k6_self.",,
wb_psychcomplaints_diffsleep,incompatible,cesd_sleep,,"Only CES-D 'My sleep was restless' (past-week days, 2016-2022), not difficulty getting to sleep.",,
wb_bodyimage,unavailable,,,Not collected.,,
wb_lifesat_slss_self,unavailable,,,SLSS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_swls_self,unavailable,,,SWLS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_singleitem_self,compatible,life_satisfaction,"if_else(as.numeric(life_satisfaction) %in% 1:5, as.numeric(life_satisfaction), NA_real_)","Ages 16-19 in 2010-2020, 10-19 in 2022 (adult/person questionnaire). 'Are you satisfied with your life?', 1-5 very unsatisfied to very satisfied.",,
wb_happiness_singleitem_self,compatible,happiness,"if_else(as.numeric(happiness) %in% 0:10, as.numeric(happiness), NA_real_)","2014-2022, self-report (child module ages 10-15, adult/person questionnaire). 'Are you happy?', 0 (lowest) to 10 (highest).",,
wb_domainsat_schoolwork_self,partial,"schoolwork_satisfaction, education_child","if_else(
  as.numeric(schoolwork_satisfaction) %in% 1:5 & !(as.numeric(education_child) %in% 4:8),
  as.numeric(schoolwork_satisfaction),
  NA_real_
)","'How would you rate your academic performance?', 5 points (extremely unsatisfied to extremely satisfied): satisfaction with grades. Students only; NA once the respondent has completed senior high (education_child 4+).",,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,incompatible,family_satisfaction,,"Only the 2014 adult item 'Are you satisfied with the life quality of your family?' (data label 'family life'; 1-5, ages 16-19), which reads as living standard; the Chinese wording is not in the supplied files.",,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,compatible,"school_satisfaction, education_child","if_else(
  as.numeric(school_satisfaction) %in% 1:5 & !(as.numeric(education_child) %in% 4:8),
  as.numeric(school_satisfaction),
  NA_real_
)","'Are you satisfied with your school?', 5 points (extremely unsatisfied to extremely satisfied). Students only; NA once the respondent has completed senior high (education_child 4+).",,
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not collected.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,compatible,"rse_1, rse_2, rse_3, rse_4, rse_5, rse_6, rse_7, rse_8, rse_9, rse_10, rse14_1, rse14_2, rse14_3, rse14_4, rse14_5, rse14_6, rse14_7, rse14_8, rse14_9, rse14_10","local({
  new <- sapply(list(rse_1, rse_2, rse_3, rse_4, rse_5, rse_6, rse_7, rse_8, rse_9, rse_10), as.numeric)
  old <- sapply(
    list(rse14_1, rse14_2, rse14_3, rse14_4, rse14_5, rse14_6, rse14_7, rse14_8, rse14_9, rse14_10),
    as.numeric
  )
  new[!(new %in% 1:4)] <- NA
  old[!(old %in% 1:4)] <- NA
  item <- ifelse(is.na(new), 5 - old, new)
  item[, c(3, 5, 8, 9, 10)] <- 5 - item[, c(3, 5, 8, 9, 10)]
  rowSums(item)
})","2010-2018: child-questionnaire module (ages 10-15, mostly 10-12) plus the 2018 person file (16-19). All 10 items rescored 1-4 (2014 files reversed first), negatively worded items (CFPS 3, 5, 8, 9, 10) reversed, sum 10-40, complete-case; 'neither' and 'unknown' codes NA. The 2014 and 2016 adult forms lack 'useless', so NA there.",,
wb_selfesteem_self,compatible,"rse_1, rse_2, rse_3, rse_4, rse_5, rse_6, rse_7, rse_8, rse_9, rse_10, rse14_1, rse14_2, rse14_3, rse14_4, rse14_5, rse14_6, rse14_7, rse14_8, rse14_9, rse14_10","local({
  new <- sapply(list(rse_1, rse_2, rse_3, rse_4, rse_5, rse_6, rse_7, rse_8, rse_9, rse_10), as.numeric)
  old <- sapply(
    list(rse14_1, rse14_2, rse14_3, rse14_4, rse14_5, rse14_6, rse14_7, rse14_8, rse14_9, rse14_10),
    as.numeric
  )
  new[!(new %in% 1:4)] <- NA
  old[!(old %in% 1:4)] <- NA
  item <- ifelse(is.na(new), 5 - old, new)
  item[, c(3, 5, 8, 9, 10)] <- 5 - item[, c(3, 5, 8, 9, 10)]
  rowSums(item[, -9])
})","2010-2018: child-questionnaire module (ages 10-15, mostly 10-12) plus the 2014-2018 adult/person files (16-19). The nine Rosenberg items common to every form (all but 'useless'), scored as wb_selfesteem_rosenberg_self; sum 9-36, complete-case. See wb_selfesteem_measure.",,
wb_selfesteem_measure,inferred,wave,"if_else(
  wave %in% c(""2010"", ""2014"", ""2016"", ""2018""),
  ""Rosenberg Self-Esteem Scale, 9 of 10 items (item 6 'useless' dropped for a common metric), 1-4 item scoring (range 9-36), sum; items 2, 5, 8 and 9 reversed"",
  NA_character_
)",Waves that fielded the scale (2010-2018); NA in 2020 and 2022. Items numbered as in the published scale.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,SHS not administered; see wb_happiness_singleitem_self.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,compatible,self_rated_health,"recode_values(
  as.numeric(self_rated_health),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)",Five-level self-rated health; wording matches the schema's levels. Non-responses stay missing (no Unknown level).,,
wb_generalhealth_parent,incompatible,self_rated_health,,"Only the respondent's self-rated health, mapped to wb_selfratedhealth_self; the proxy module has no parent rating of the child's health.",,
wb_posaffect_self,incompatible,"cesd_happy, cesd_enjoyed",,"Only the CES-D positive items 'I was happy' and 'I enjoyed life' (2016-2022), which score into mh_dep_cesd_self; no positive-affect scale.",,
wb_posaffect_measure,unavailable,,,No positive-affect score.,,
wb_eudaimonic_self,incompatible,life_meaningful,,Only a 2022 single 0-10 item on how meaningful life feels; no scale.,,
wb_eudaimonic_measure,unavailable,,,No eudaimonic score.,,
wb_socsupport_family_self,unavailable,,,Not collected.,,
wb_socsupport_friends_self,unavailable,,,Not collected.,,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,compatible,sleep_wd_hours,as.numeric(sleep_wd_hours),"Self-report hours of sleep: 2010 time-use grid, weekday in the latest non-vacation month (ages 10+); 2014-2022 'how long do you sleep on weekdays', asked of those whose working or school days differ from rest days.",,
hlth_sleep_we,compatible,sleep_we_hours,as.numeric(sleep_we_hours),As hlth_sleep_wd for weekend or rest days.,,
hlth_sleep,compatible,"sleep_wd_hours, sleep_we_hours, sleep_day_hours","coalesce((5 * as.numeric(sleep_wd_hours) + 2 * as.numeric(sleep_we_hours)) / 7, as.numeric(sleep_day_hours))","5:2 mean of hlth_sleep_wd and hlth_sleep_we; otherwise 'In general, how long do you sleep every day?' (2014-2022, respondents with no workday/rest-day distinction).",,
hlth_sleepprob,incompatible,cesd_sleep,,"Only the CES-D item 'My sleep was restless' (past-week days, 2016-2022), a single item.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
st_measure_type,inferred,,"""Continuous""",Proxy items ask for an open-ended duration.,,parent
st_measure_name,inferred,,"""Custom""",Bespoke CFPS proxy-module items; not a named instrument.,,parent
st_responder,inferred,,"""Parent or carer""",Proxy (parent or carer) report for participants whose primary row is Self.,,parent
st_watch,compatible,"tv_week_hours_parent, tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  if_else(self, as.numeric(tv_week_hours_parent) / 7, NA_real_)
})","2014-2022. Proxy weekly hours of TV, movies or other videos (not on vacation) / 7, for participants whose primary row is Self.",,parent
st_educational,partial,"learning_online_day_mins_parent, learning_online_user_parent, internet_any_parent, tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  value <- coalesce(
    as.numeric(learning_online_day_mins_parent) / 60,
    if_else(as.numeric(learning_online_user_parent) == 0 | as.numeric(internet_any_parent) == 0, 0, NA_real_)
  )
  if_else(self, value, NA_real_)
})","2020-2022. Proxy daily minutes on educational online platforms or training services / 60, for participants whose primary row is Self; 0 for non-users and children who do not go online. Platform learning only.",,parent
st_internet,compatible,"internet_day_mins_parent, internet_any_parent, tv_wd_hours_self, tv_we_hours_self, tv_week_hours_self, internet_wd_hours_self, internet_we_hours_self, internet_day_hours_self, internet_week_hours_self, internet_mobile_day_mins_self, internet_pc_day_mins_self, learning_online_day_mins_self, internet_any_self, internet_mobile_user, internet_pc_user, learning_online_user_self","local({
  self <- rowSums(
    !is.na(cbind(
      tv_wd_hours_self,
      tv_we_hours_self,
      tv_week_hours_self,
      internet_wd_hours_self,
      internet_we_hours_self,
      internet_day_hours_self,
      internet_week_hours_self,
      internet_mobile_day_mins_self,
      internet_pc_day_mins_self,
      learning_online_day_mins_self,
      internet_any_self,
      internet_mobile_user,
      internet_pc_user,
      learning_online_user_self
    ))
  ) >
    0
  value <- coalesce(
    as.numeric(internet_day_mins_parent) / 60,
    if_else(as.numeric(internet_any_parent) == 0, 0, NA_real_)
  )
  if_else(self, value, NA_real_)
})","2020-2022. Proxy daily minutes online (mobile devices or computers) / 60, for participants whose primary row is Self; 0 where the child does not go online.",,parent
