target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_conduct_sdq_parent,unavailable,,,"SDQ not administered. The Year 9 user guide's 'SDQ' is Marsh's Self-Description Questionnaire, an unrelated instrument.",,
beh_hyper_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_peerprob_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_prosocial_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_aggphys_bpaq_self,unavailable,,,The Buss-Perry Aggression Questionnaire was not administered.,,
beh_aggverb_bpaq_self,unavailable,,,The Buss-Perry Aggression Questionnaire was not administered.,,
beh_agganger_bpaq_self,unavailable,,,The Buss-Perry Aggression Questionnaire was not administered.,,
beh_agghostility_bpaq_self,unavailable,,,The Buss-Perry Aggression Questionnaire was not administered.,,
beh_agg_self,incompatible,"fist_fight, serious_fight",,"Fighting items only, mapped to beh_fight; no aggression scale.",,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,incompatible,"cbcl_item_argues, selfdesc_argue",,"Only truth ratings: caregiver CBCL 'argues a lot' (Years 5, 9 and 15; scored in beh_agg_cbcl_parent at Years 5 and 15) and Year 9 child 'I often argue with other kids' (not at all true to very true); not frequencies.",,
beh_persistence_finishwork,proximate,follows_through,"recode_values(
  as.numeric(follows_through),
  0 ~ ""Never"",
  1 ~ ""Sometimes"",
  2 ~ ""Usually"",
  3 ~ ""Always"",
  default = NA_character_
)","Year 9 only. Child self-report 'I follow things through to the end', mapped by rank: never -> Never, rarely -> Sometimes, sometimes -> Usually, always -> Always. Proximate: the source anchors never/rarely/sometimes/always match the middle levels by position, not wording.",,
beh_emotreg_stayscalm,incompatible,selfdesc_angry_learning,,"Nearest item, Year 9 child 'I feel angry when I have trouble learning something' (truth rating), is about the reaction rather than its regulation; mapped nowhere.",,
beh_peerprob_makefriends,proximate,makes_friends_easily,"recode_values(
  as.numeric(makes_friends_easily),
  3 ~ ""No difficulty"",
  2 ~ ""A little difficulty"",
  1 ~ ""A lot of difficulty"",
  default = NA_character_
)","Year 15 self-report 'I make friends easily', from the FFCWS adaptation of the Social Skills Rating System assertion scale, reversed onto the schema's difficulty wording. Proximate: the item asks about ease of making friends only, not keeping them, and carries no same-age-peer comparison. Year 15 only.",,
beh_conduct_diagnosed,unavailable,,,Diagnosed behavioural or conduct problems are not asked about.,,
beh_conduct_diagnosed_severity,unavailable,,,Diagnosed behavioural or conduct problems are not asked about.,,
beh_conduct_sdq_self,unavailable,,,"SDQ not administered. The Year 9 child interview's 'SDQ' is Marsh's Self-Description Questionnaire, an unrelated instrument.",,
beh_hyper_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
beh_peerprob_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
beh_prosocial_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
beh_conduct_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_hyper_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_peerprob_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_prosocial_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_ext_sdq_parent,unavailable,,,SDQ not administered; see beh_ext_cbcl_parent.,,
beh_ext_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
beh_ext_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
beh_agg_cbcl_parent,partial,cbcl_aggressive,cbcl_aggressive,"CBCL Aggressive Behavior scale, caregiver report, mean item score (0-2). Years 3 (19 items), 5 (20) and 15 (11); forms in beh_cbcl_measure. Partial: the item set changes with the age form, Year 5 combines the PCG in-home survey with the mother core survey, and Year 9 is unscored (its user guide prints only example items). Standardise within dataset and wave.",,
beh_atten_cbcl_parent,partial,cbcl_attention,cbcl_attention,"Years 3, 5 and 15 only (Year 9 unscored). CBCL Attention Problems, caregiver report, mean of answered 0-2 items, NA below 80% answered: Year 3 3 of 5 CBCL/1.5-5 items (18 cities), Year 5 11 of 11, Year 15 3 of 10. Partial: item subsets that change with the age form. Standardise within dataset and wave.",,
beh_rulebreak_cbcl_parent,partial,cbcl_rulebreak,cbcl_rulebreak,"CBCL rule-breaking scale, caregiver report, mean item score (0-2). Called Delinquent Behavior on the Year 5 CBCL/4-18 form, where FFCWS administered 10 of its 13 items, and Rule-Breaking Behavior on the Year 15 CBCL/6-18 form (9 items). Not on the Year 3 preschool form, and Year 9 is unscored. Partial on the same grounds as beh_agg_cbcl_parent.",,
beh_ext_cbcl_parent,partial,cbcl_externalising,cbcl_externalising,"Years 3, 5 and 15 only (Year 9 unscored). Mean over the union of the component scales' items, each component needing 80% of its items answered. Year 3: aggressive + attention (preschool grouping, 22 of 24 items, 18 cities); Years 5 and 15: aggressive + rule-breaking (30 and 20 items). Partial on the same grounds as beh_agg_cbcl_parent.",,
beh_cbcl_measure,inferred,wave,"case_when(
  wave ==
    ""Year 3"" ~ ""CBCL/1.5-5 (2000 version), caregiver report, 0-2 item scoring; anxious/depressed 8 of 8 items, withdrawn 8 of 8, aggressive 19 of 19, attention problems 3 of 5 (18 cities only); no rule-breaking scale on this form; externalising = aggressive + attention (22 of 24 items); internalising = anxious/depressed + withdrawn (emotionally reactive and somatic complaints not scored); mean of answered items, NA below 80% answered"",
  wave ==
    ""Year 5"" ~ ""CBCL/4-18 (1991 version), primary caregiver in-home survey plus mother core survey, 0-2 item scoring; anxious/depressed 14 of 14 items, withdrawn 9 of 9, attention problems 11 of 11, aggressive 20 of 20, rule-breaking (delinquent) 10 of 13; externalising = aggressive + rule-breaking; internalising = anxious/depressed + withdrawn (somatic complaints not scored); mean of answered items, NA below 80% answered"",
  wave ==
    ""Year 15"" ~ ""CBCL/6-18, caregiver report, 1-3 item scoring recoded to 0-2; anxious/depressed 6 of 13 items, withdrawn 2 of 8, attention problems 3 of 10, aggressive 11 of 18, rule-breaking 9 of 17; externalising = aggressive + rule-breaking; internalising = anxious/depressed + withdrawn (somatic complaints not asked); mean of answered items, NA below 80% answered"",
  .default = NA_character_
)","Form, items asked of the published total per scale, composites, scoring and missing rule at each CBCL wave; NA at Year 9 (unscored).",,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,See beh_prosocial_online_self.,,
beh_problematicuse_self,unavailable,,,Not collected.,,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,The BASC-2 was not administered.,,
cog_langexec_nepsy,unavailable,,,The NEPSY was not administered.,,
cog_phono_nepsy,unavailable,,,The NEPSY was not administered.,,
cog_inhibcont_nepsy,unavailable,,,The NEPSY was not administered.,,
cog_vismotor_nepsy,unavailable,,,The NEPSY was not administered.,,
cog_verbalfluency_nepsy,unavailable,,,The NEPSY was not administered.,,
cog_inhib_nihtb_flanker,unavailable,,,The NIH Toolbox was not administered.,,
cog_flex_nihtb_dccs,unavailable,,,The NIH Toolbox was not administered.,,
cog_wm_nihtb_listsort,unavailable,,,The NIH Toolbox was not administered.,,
cog_speed_nihtb_pattern,unavailable,,,The NIH Toolbox was not administered.,,
cog_epimem_nihtb_picseq,unavailable,,,The NIH Toolbox was not administered.,,
cog_vocab_nihtb_picvocab,unavailable,,,The NIH Toolbox was not administered.,,
cog_fluidcomp_nihtb,unavailable,,,The NIH Toolbox was not administered.,,
cog_crystcomp_nihtb,unavailable,,,The NIH Toolbox was not administered.,,
cog_totalcomp_nihtb,unavailable,,,The NIH Toolbox was not administered.,,
cog_wm_digitspan,compatible,digit_span_scaled,digit_span_scaled,"WISC-IV Digit Span scaled score (forward and backward combined), Year 9 in-home assessment (user guide 12.5). Population mean 10, SD 3. Raw and percentile forms (CH5DSRAW, CH5DSPR) also available.",,
cog_iq_fullscale,incompatible,"ppvt_standard, tvip_standard, wj_reading_standard, wj_maths_standard, digit_span_scaled",,"No full-scale battery; only single subtests: PPVT-III/TVIP (cog_vocab_ppvt), WJ Letter-Word, Passage Comprehension and Applied Problems (acc_literacy_stdtest, acc_numeracy_stdtest) and WISC-IV Digit Span (cog_wm_digitspan).",,
cog_vocab_bpvs,unavailable,,,The BPVS was not administered; see cog_vocab_ppvt.,,
cog_vocab_ppvt,compatible,"ppvt_standard, tvip_standard","coalesce(ppvt_standard, tvip_standard)","Years 3, 5 and 9 only. Child's PPVT-III standard score (CH3PPVTSTD, CH4PPVTSTD, CH5PPVTSS). At Year 3 only, children with no PPVT take their TVIP (Spanish) standard score (CH3TVIPSTD; 144 in the release); the PPVT is kept for the 29 tested in both. Separate norms: the 29 given both score TVIP mean 97 against PPVT mean 68 (r = 0.24); TVIP-only children mean 97 against PPVT mean 86 overall. No child TVIP at Years 5 or 9. CH*_M PPVT/TVIP columns are the primary caregiver's scores and are not used.",,
cog_execfunc_brief_parent,unavailable,,,The BRIEF was not administered.,,
cog_vocab_bas_naming,unavailable,,,The BAS was not administered; see cog_vocab_ppvt.,,
cog_nonverbalreason_bas_picsim,unavailable,,,The BAS was not administered.,,
cog_spatial_bas_pattern,unavailable,,,The BAS was not administered.,,
cog_verbalreason_bas_versim,unavailable,,,The BAS was not administered.,,
cog_schoolread_bracken,unavailable,,,The Bracken School Readiness Assessment was not administered.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,The BASC-2 was not administered.,,
mh_dep_basc2,unavailable,,,The BASC-2 was not administered.,,
mh_emotsymp_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_anx_diagnosed,incompatible,pcg_dx_depanx,,Combined depression-or-anxiety item (Year 15 caregiver report); mapped to mh_depanx_diagnosed.,,
mh_anx_diagnosed_severity,unavailable,,,No severity item.,,
mh_dep_diagnosed,incompatible,pcg_dx_depanx,,Combined depression-or-anxiety item (Year 15 caregiver report); mapped to mh_depanx_diagnosed.,,
mh_dep_diagnosed_severity,unavailable,,,No severity item.,,
mh_emotsymp_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
mh_emotsymp_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_totaldiff_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
mh_totaldiff_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_int_sdq_parent,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_int_sdq_self,unavailable,,,SDQ not administered; see beh_conduct_sdq_self.,,
mh_int_sdq_teacher,unavailable,,,SDQ not administered; see beh_conduct_sdq_parent.,,
mh_dep_smfq_self,unavailable,,,The Short Mood and Feelings Questionnaire was not administered.,,
mh_dep_smfq_parent,unavailable,,,The Short Mood and Feelings Questionnaire was not administered.,,
mh_dep_cdi_self,unavailable,,,The Children's Depression Inventory was not administered.,,
mh_dep_cesd_self,incompatible,"cesd_blues, cesd_sad, cesd_happy, cesd_not_worth_living, cesd_depressed",,"5 of 20 CES-D items (Add Health selection), 4-point agreement, past four weeks; scored on mh_dep_self only.",,
mh_dep_phq9_self,unavailable,,,The PHQ-9 was not administered.,,
mh_dep_rcads_self,unavailable,,,The RCADS was not administered.,,
mh_dep_dass21_self,unavailable,,,The DASS-21 was not administered.,,
mh_dep_scl_self,unavailable,,,The SCL-90-R was not administered; see mh_dep_self.,,
mh_distress_k6_self,unavailable,,,The Kessler 6 was not administered to the young person.,,
mh_distress_k10_self,unavailable,,,The Kessler 10 was not administered.,,
mh_anx_masc_self,unavailable,,,The MASC was not administered.,,
mh_anx_scas_self,unavailable,,,The SCAS was not administered.,,
mh_anx_scas_parent,unavailable,,,The SCAS was not administered.,,
mh_anx_scared_self,unavailable,,,The SCARED was not administered.,,
mh_anx_scared_parent,unavailable,,,The SCARED was not administered.,,
mh_anx_gad7_self,unavailable,,,The GAD-7 was not administered.,,
mh_anx_rcads_self,unavailable,,,The RCADS was not administered.,,
mh_anx_dass21_self,unavailable,,,The DASS-21 was not administered; see mh_anx_self.,,
mh_anxdep_cbcl_parent,partial,cbcl_anxdep,cbcl_anxdep,"CBCL Anxious/Depressed scale, caregiver report, mean item score (0-2). Years 3 (8 items), 5 (14) and 15 (6). Partial on the same grounds as beh_agg_cbcl_parent; in addition the Year 3 item 'nervous/high strung' was replaced by 'nervous twitching' in two of the 20 cities, absorbed by the 80% completeness rule. Standardise within dataset and wave at analysis.",,
mh_int_cbcl_parent,partial,cbcl_internalising,cbcl_internalising,"Years 3, 5 and 15 only (Year 9 unscored). Mean over the union of the anxious/depressed and withdrawn items, each needing 80% of its items answered: 16 items at Year 3, 22 at Year 5, 8 at Year 15. Somatic complaints are missing at every wave (not asked at Years 3 and 15, omitted from the Year 5 user guide's internalising scale), and Year 3 asked only 4 of 9 emotionally reactive items, so the preschool grouping cannot be followed. Partial on the same grounds as beh_agg_cbcl_parent.",,
mh_dep_binary_self,incompatible,"cesd_blues, cesd_sad, cesd_happy, cesd_not_worth_living, cesd_depressed",,CES-D short-form total in mh_dep_self; scale totals are not dichotomised here.,,
mh_dep_self,compatible,"cesd_blues, cesd_sad, cesd_happy, cesd_not_worth_living, cesd_depressed","(4 - as.numeric(cesd_blues)) +
  (4 - as.numeric(cesd_sad)) +
  (as.numeric(cesd_happy) - 1) +
  (4 - as.numeric(cesd_not_worth_living)) +
  (4 - as.numeric(cesd_depressed))","Year 15 only. Five-item CES-D short form (Add Health selection), teen self-report: strongly disagree = 0 to strongly agree = 3, 'I feel happy' reversed, summed (range 0-15), complete-case. Four-point agreement over the past four weeks instead of frequency over the past week (see mh_dep_measure). Standardise within dataset.",,
mh_dep_measure,inferred,wave,"if_else(
  wave == ""Year 15"",
  ""CES-D short form (Add Health selection), 5 of 20 items, 4-point agreement recoded to 0-3 item scoring (range 0-15), sum, 'I feel happy' reverse-scored, past four weeks, teen self-report"",
  NA_character_
)",Describes mh_dep_self; Year 15 only.,,
mh_anx_self,compatible,"bsi_terror, bsi_tense, bsi_scared, bsi_nervous, bsi_fearful, bsi_restless","(5 - as.numeric(bsi_terror)) +
  (5 - as.numeric(bsi_tense)) +
  (5 - as.numeric(bsi_scared)) +
  (5 - as.numeric(bsi_nervous)) +
  (5 - as.numeric(bsi_fearful)) +
  (5 - as.numeric(bsi_restless))","Year 15 only. Brief Symptom Inventory-18 anxiety subscale, teen self-report: six items, 1 strongly agree to 4 strongly disagree, reversed to 1-4 and summed (range 6-24), higher = more anxiety; complete-case (FFCWS's mean substitution for one or two missing items not applied). Adapted to 4-point agreement over the past four weeks (see mh_anx_measure). Standardise within dataset.",,
mh_anx_measure,inferred,wave,"if_else(
  wave == ""Year 15"",
  ""Brief Symptom Inventory-18 anxiety subscale, 6 of 6 items, 1-4 item scoring (range 6-24), sum, 4-point agreement over the past four weeks instead of 5-point distress over 7 days, teen self-report"",
  NA_character_
)",Describes mh_anx_self; Year 15 only.,,
mh_depanx_diagnosed,partial,"pcg_dx_depanx, pcg_rx_any, pcg_rx_depanx","case_when(
  as.numeric(pcg_dx_depanx) == 2 ~ ""Never diagnosed"",
  as.numeric(pcg_dx_depanx) == 1 & as.numeric(pcg_rx_depanx) == 1 ~ ""Currently diagnosed"",
  as.numeric(pcg_dx_depanx) == 1 &
    (as.numeric(pcg_rx_any) == 2 | as.numeric(pcg_rx_depanx) == 0) ~ ""Previously diagnosed"",
  .default = NA_character_
)","Year 15 caregiver report that a doctor or health professional ever said the youth has depression or anxiety. Currently diagnosed where the youth regularly takes prescribed medication for it, else Previously diagnosed; partial because medication understates current cases.",,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,selfdesc_lonely,,"Year 9 child 'I often feel lonely' is rated not true to very true, not a frequency; mapped nowhere.",,
mh_lonely_scale_self,incompatible,selfdesc_lonely,,"Only the Year 9 single item 'I often feel lonely' (truth rating), no loneliness scale; mapped nowhere (also rejected on mh_lonely_self).",,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,incompatible,"cesd_sad, selfdesc_sad",,Year 9 child 'I feel sad a lot of the time' (not true to very true) and Year 15 'I feel sad' (agreement; scored in mh_dep_self) are not frequencies.,,
mh_worry_self,incompatible,"selfdesc_worry_tests, selfdesc_worry_doing_well, selfdesc_worry_finishing, selfdesc_worry_playmate",,"Year 9 child worry items (taking tests, doing well in school, finishing work, having someone to play with) are rated not true to very true, not a frequency; mapped nowhere.",,
mh_irritable_self,incompatible,selfdesc_angry_learning,,"Year 9 child 'I feel angry when I have trouble learning something' is context-specific and rated not true to very true, not a frequency; mapped nowhere.",,
mh_nobodycares_self,incompatible,epoch_people_care,,"Year 15 EPOCH 'There are people in my life who really care about me' is an agreement item, not a frequency; mapped nowhere.",,
mh_lifenotworth_self,incompatible,cesd_not_worth_living,,"Year 15 'I feel life is not worth living' is an agreement item, not a frequency; scored in mh_dep_self.",,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,incompatible,cbcl_item_selfharm,,"Only the Year 9 caregiver CBCL item 'deliberately harms self or attempts suicide' (P5Q3Q, truth rating); no self-report item; mapped nowhere.",,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,unavailable,,,Not collected.,,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,The BASC-2 was not administered.,,
wb_mwb_wemwbs,unavailable,,,The Warwick-Edinburgh Mental Wellbeing Scale was not administered.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,The Cantril ladder was not administered.,,
wb_resil_basc2,unavailable,,,The BASC-2 was not administered.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_dep_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered; see mh_irritable_self.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered; see mh_anx_self.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see hlth_sleepprob.,,
wb_bodyimage,unavailable,,,The HBSC body-image item was not administered.,,
wb_lifesat_slss_self,unavailable,,,The Students' Life Satisfaction Scale was not administered.,,
wb_lifesat_swls_self,unavailable,,,The Satisfaction With Life Scale was not administered.,,
wb_lifesat_singleitem_self,unavailable,,,Not collected.,,
wb_happiness_singleitem_self,incompatible,cesd_happy,,Year 15 'I feel happy' (agreement) is an item of scales scored in mh_dep_self and wb_posaffect_self; no free-standing happiness rating.,,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,unavailable,,,Not collected.,,
wb_domainsat_friends_self,unavailable,,,Not collected.,,
wb_domainsat_school_self,partial,"school_happy_freq, school_happy_agree","coalesce(as.numeric(school_happy_freq), 5 - na_if(as.numeric(school_happy_agree), 7))","Years 9 and 15 only. 'Happy to be at your school': Year 9 how often in the past month (0 not once to 4 every day); Year 15 4-point agreement reversed to 1-4, home-schooled NA. Partial: school-connectedness item. Scale differs by wave: standardise within dataset and wave.",,
wb_qol_pedsql_self,unavailable,,,The PedsQL was not administered.,,
wb_qol_pedsql_parent,unavailable,,,The PedsQL was not administered.,,
wb_qol_kidscreen10_self,unavailable,,,KIDSCREEN-10 was not administered.,,
wb_qol_kidscreen10_parent,unavailable,,,KIDSCREEN-10 was not administered.,,
wb_selfesteem_rosenberg_self,unavailable,,,The Rosenberg Self-Esteem Scale was not administered.,,
wb_selfesteem_self,incompatible,cbcl_item_proud,,"Only the caregiver CBCL-block item 'child tends to be proud of things he/she does' (Years 3 and 5, truth rating); no self-reported self-esteem item; mapped nowhere.",,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,The General Self-Efficacy Scale was not administered.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,The WHO-5 was not administered.,,
wb_happiness_shs_self,unavailable,,,The Subjective Happiness Scale was not administered; see wb_posaffect_self.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,compatible,self_rated_health,"recode_values(
  as.numeric(self_rated_health),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)","'In general, how is your health?', child self-report at Year 9 and teen self-report at Year 15.",,
wb_generalhealth_parent,compatible,pcg_rated_health,"recode_values(
  as.numeric(pcg_rated_health),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)","'In general, would you say child's/youth's health is excellent, very good, good, fair or poor?', PCG report at every wave (P3A1, P4A1, P5H1, P6B1).",,
wb_posaffect_self,partial,"cesd_happy, epoch_fun, epoch_love_life, epoch_cheerful","((5 - as.numeric(cesd_happy)) +
  (5 - as.numeric(epoch_fun)) +
  (5 - as.numeric(epoch_love_life)) +
  (5 - as.numeric(epoch_cheerful))) /
  4","Year 15 only. EPOCH happiness subscale, teen self-report (I feel happy, I have a lot of fun, I love life, I am a cheerful person): 4-point agreement reversed to 1-4 and averaged, complete-case (see wb_posaffect_measure). Partial: EPOCH happiness items are trait-like rather than affect frequency.",,
wb_posaffect_measure,inferred,wave,"if_else(
  wave == ""Year 15"",
  ""EPOCH happiness subscale (FFCWS adaptation), 4 of 4 items, 4-point agreement reversed to 1-4 item scoring, mean item score (range 1-4), past four weeks, teen self-report"",
  NA_character_
)",Describes wb_posaffect_self; Year 15 only.,,
wb_eudaimonic_self,incompatible,"epoch_involved, epoch_absorbed, epoch_lose_track_activity, epoch_lose_track_learning, epoch_keep_at_schoolwork, epoch_stick_to_plan, epoch_finish_begin, epoch_hard_worker, epoch_good_things, epoch_work_out, epoch_expect_best, epoch_optimistic_future, epoch_friends_care, epoch_people_care, epoch_someone_there, epoch_share_news",,"Year 15 EPOCH engagement, perseverance, optimism and connectedness items (agreement, 4 each) are separate EPOCH domains, not a eudaimonic wellbeing scale; mapped nowhere.",,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,incompatible,"epoch_friends_care, epoch_people_care, epoch_someone_there, epoch_share_news",,"Year 15 EPOCH connectedness items ask about general relational connectedness (friends I care about, people who care about me, someone there for me, people to share news with) with no family/friends split, so cannot become the family-specific row.",,
wb_socsupport_friends_self,incompatible,"epoch_friends_care, epoch_people_care, epoch_someone_there, epoch_share_news",,"Year 15 EPOCH connectedness items ask about general relational connectedness (friends I care about, people who care about me, someone there for me, people to share news with) with no family/friends split, so cannot become the friends-specific row.",,
wb_socsupport_measure,unavailable,,,See wb_socsupport_family_self and wb_socsupport_friends_self.,,
hlth_sleep_wd,partial,"pcg_sleep_hours_weeknight, youth_wake_school_hour, youth_wake_school_min, youth_wake_school_ampm, youth_bed_school_hour, youth_bed_school_min, youth_bed_school_ampm","coalesce(
  as.numeric(pcg_sleep_hours_weeknight),
  ((as.numeric(youth_wake_school_hour) %%
    12 +
    as.numeric(youth_wake_school_min) / 60 +
    12 * (as.numeric(youth_wake_school_ampm) == 2)) -
    (as.numeric(youth_bed_school_hour) %%
      12 +
      as.numeric(youth_bed_school_min) / 60 +
      12 * (as.numeric(youth_bed_school_ampm) == 2))) %%
    24
)","Years 9 and 15 only. Year 9 caregiver: hours the child sleeps on weeknights (P5I12). Year 15 youth: usual wake-up time on school-day mornings minus bedtime on school nights (K6D12-K6D15A), mod 24. Partial: Year 15 is bed-to-wake time, not hours asleep.",,
hlth_sleep_we,partial,"youth_wake_weekend_hour, youth_wake_weekend_min, youth_wake_weekend_ampm, youth_bed_weekend_hour, youth_bed_weekend_min, youth_bed_weekend_ampm","((as.numeric(youth_wake_weekend_hour) %%
  12 +
  as.numeric(youth_wake_weekend_min) / 60 +
  12 * (as.numeric(youth_wake_weekend_ampm) == 2)) -
  (as.numeric(youth_bed_weekend_hour) %%
    12 +
    as.numeric(youth_bed_weekend_min) / 60 +
    12 * (as.numeric(youth_bed_weekend_ampm) == 2))) %%
  24","Year 15 only. Youth usual wake-up time on weekend mornings minus bedtime on weekend nights (K6D17-K6D20A), mod 24. Partial: bed-to-wake time, not hours asleep.",,
hlth_sleep,partial,"pcg_sleep_hours_usual, youth_wake_school_hour, youth_wake_school_min, youth_wake_school_ampm, youth_bed_school_hour, youth_bed_school_min, youth_bed_school_ampm, youth_wake_weekend_hour, youth_wake_weekend_min, youth_wake_weekend_ampm, youth_bed_weekend_hour, youth_bed_weekend_min, youth_bed_weekend_ampm","coalesce(
  as.numeric(pcg_sleep_hours_usual),
  (5 *
    (((as.numeric(youth_wake_school_hour) %%
      12 +
      as.numeric(youth_wake_school_min) / 60 +
      12 * (as.numeric(youth_wake_school_ampm) == 2)) -
      (as.numeric(youth_bed_school_hour) %%
        12 +
        as.numeric(youth_bed_school_min) / 60 +
        12 * (as.numeric(youth_bed_school_ampm) == 2))) %%
      24) +
    2 *
      (((as.numeric(youth_wake_weekend_hour) %%
        12 +
        as.numeric(youth_wake_weekend_min) / 60 +
        12 * (as.numeric(youth_wake_weekend_ampm) == 2)) -
        (as.numeric(youth_bed_weekend_hour) %%
          12 +
          as.numeric(youth_bed_weekend_min) / 60 +
          12 * (as.numeric(youth_bed_weekend_ampm) == 2))) %%
        24)) /
    7
)","Years 5 and 15 only. Year 5 caregiver: hours of sleep the child usually gets (P4B23). Year 15: (5 x school-night + 2 x weekend bed-to-wake time) / 7, youth report. Partial: Year 15 is bed-to-wake time. Year 9 has a weeknight item only (hlth_sleep_wd).",,
hlth_sleepprob,incompatible,"sleep_trouble_falling_nights, sleep_trouble_staying_nights",,"Year 15 only: two single youth-report items, nights per week with trouble falling asleep and with trouble staying asleep (sleep_trouble_falling_nights, sleep_trouble_staying_nights; K6D22, K6D23); not a sleep-problems scale.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
st_measure_type,inferred,,"""Categorical""",Year 9 child self-report in five weekday time bands.,,child
st_measure_name,inferred,,"""Custom""",Bespoke FFCWS Year 9 child-interview time-use items (K5D1D-K5D1G).,,child
st_responder,inferred,,"""Self""",Year 9 child self-report.,,child
st_watch_wd,partial,child_band_tv_wd,"recode_values(as.numeric(child_band_tv_wd), 0 ~ 0, 1 ~ 0.25, 2 ~ 0.75, 3 ~ 1.5, 4 ~ 2, default = NA_real_)","Year 9 only. Child, weekday time watching 'tv and movies' (K5D1G). Bands: none 0, half an hour or less 0.25, more than half an hour but less than an hour 0.75, 1-2 hours 1.5, more than 2 hours 2 (top band at its floor). Partial: TV and movies with no other device or online video named.",,child
st_game_wd,partial,child_band_game_wd,"recode_values(as.numeric(child_band_game_wd), 0 ~ 0, 1 ~ 0.25, 2 ~ 0.75, 3 ~ 1.5, 4 ~ 2, default = NA_real_)","Year 9 only. Child, weekday time playing computer games 'on the computer or tv' (K5D1F). Bands: none 0, half an hour or less 0.25, more than half an hour but less than an hour 0.75, 1-2 hours 1.5, more than 2 hours 2 (top band at its floor). Partial: computer and TV games only; handheld and phone games not asked.",,child
