target_variable,status,source_columns,expression,notes,lookup_table,measure
beh_problematicuse_measure,inferred,wave,"if_else(
  wave == ""2020"",
  ""Survey's virtual relationship dependence items (internet), 3 of 3 items, 1-4 item scoring from strongly disagree to strongly agree (range 3-12), sum, no reverse-scored items"",
  NA_character_
)","Describes the 2020 score; NA in 2021 and 2023, which did not ask the items.",,
cog_execfunc_basc2,unavailable,,,Not collected.,,
cog_langexec_nepsy,unavailable,,,Not collected.,,
cog_phono_nepsy,unavailable,,,Not collected.,,
cog_inhibcont_nepsy,unavailable,,,Not collected.,,
cog_vismotor_nepsy,unavailable,,,Not collected.,,
cog_verbalfluency_nepsy,unavailable,,,Not collected.,,
cog_inhib_nihtb_flanker,unavailable,,,Not collected.,,
cog_flex_nihtb_dccs,unavailable,,,Not collected.,,
cog_wm_nihtb_listsort,unavailable,,,Not collected.,,
cog_speed_nihtb_pattern,unavailable,,,Not collected.,,
cog_epimem_nihtb_picseq,unavailable,,,Not collected.,,
cog_vocab_nihtb_picvocab,unavailable,,,Not collected.,,
cog_fluidcomp_nihtb,unavailable,,,Not collected.,,
cog_crystcomp_nihtb,unavailable,,,Not collected.,,
cog_totalcomp_nihtb,unavailable,,,Not collected.,,
cog_wm_digitspan,unavailable,,,Not collected.,,
cog_iq_fullscale,unavailable,,,Not collected.,,
cog_vocab_bpvs,unavailable,,,Not collected.,,
cog_vocab_ppvt,unavailable,,,Not collected.,,
cog_execfunc_brief_parent,unavailable,,,Not collected.,,
cog_vocab_bas_naming,unavailable,,,Not collected.,,
cog_nonverbalreason_bas_picsim,unavailable,,,Not collected.,,
cog_spatial_bas_pattern,unavailable,,,Not collected.,,
cog_verbalreason_bas_versim,unavailable,,,Not collected.,,
cog_schoolread_bracken,unavailable,,,Not collected.,,
cog_creativethinking_stdtest,unavailable,,,Not collected.,,
mh_anx_basc2,unavailable,,,Not collected.,,
mh_dep_basc2,unavailable,,,Not collected.,,
mh_emotsymp_sdq_parent,unavailable,,,Not collected.,,
mh_totaldiff_sdq_parent,unavailable,,,Not collected.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,Not collected.,,
mh_emotsymp_sdq_teacher,unavailable,,,Not collected.,,
mh_totaldiff_sdq_self,unavailable,,,Not collected.,,
mh_totaldiff_sdq_teacher,unavailable,,,Not collected.,,
mh_int_sdq_parent,unavailable,,,Not collected.,,
mh_int_sdq_self,unavailable,,,Not collected.,,
mh_int_sdq_teacher,unavailable,,,Not collected.,,
mh_dep_smfq_self,unavailable,,,Not collected.,,
mh_dep_smfq_parent,unavailable,,,Not collected.,,
mh_dep_cdi_self,unavailable,,,Not collected.,,
mh_dep_cesd_self,unavailable,,,Not collected.,,
mh_dep_phq9_self,unavailable,,,Not collected.,,
mh_dep_rcads_self,unavailable,,,Not collected.,,
mh_dep_dass21_self,unavailable,,,Not collected.,,
mh_dep_scl_self,unavailable,,,Not collected.,,
mh_distress_k6_self,unavailable,,,Not collected.,,
mh_distress_k10_self,unavailable,,,Not collected.,,
mh_anx_masc_self,unavailable,,,Not collected.,,
mh_anx_scas_self,unavailable,,,Not collected.,,
mh_anx_scas_parent,unavailable,,,Not collected.,,
mh_anx_scared_self,unavailable,,,Not collected.,,
mh_anx_scared_parent,unavailable,,,Not collected.,,
mh_anx_gad7_self,unavailable,,,Not collected.,,
mh_anx_rcads_self,unavailable,,,Not collected.,,
mh_anx_dass21_self,unavailable,,,Not collected.,,
mh_anxdep_cbcl_parent,unavailable,,,Not collected.,,
mh_int_cbcl_parent,unavailable,,,Not collected.,,
mh_dep_binary_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement); not a depression screen.",,
mh_dep_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement); not a symptom measure.",,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement); not a symptom measure.",,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement).",,
mh_lonely_self,unavailable,,,Not collected.,,
mh_lonely_scale_self,unavailable,,,Not collected.,,
mh_lonely_measure,unavailable,,,See mh_lonely_scale_self.,,
mh_sad_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement).",,
mh_worry_self,incompatible,"students_2020_Q18_4, students_2021_Q8_9_4, adolescents_2023_q8_9_n4",,"Victims only: felt depressed, anxious or very stressed after cyberbullying (agreement).",,
mh_irritable_self,unavailable,,,Not collected.,,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,incompatible,"students_2020_Q18_3, students_2021_Q8_9_3",,Victims only (2020-2021): urge to self-harm or kill themselves after cyberbullying (agreement).,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,incompatible,"students_2020_Q18_3, students_2021_Q8_9_3",,"Victims only (2020-2021): urge to self-harm or kill themselves after cyberbullying (agreement); an urge, not self-harm.",,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered; see mh_somatic_self.,,
mh_psychsom_measure,unavailable,,,See mh_psychsom_hbscscl_self.,,
mh_somatic_self,incompatible,"students_2021_Q8_9_5, adolescents_2023_q8_9_n5",,"Victims only (2021, 2023): could not sleep or got headaches or stomach aches after cyberbullying (agreement); a single item, not a symptom scale.",,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Not collected.,,
wb_mwb_wemwbs,unavailable,,,Not collected.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Not collected.,,
wb_resil_basc2,unavailable,,,Not collected.,,
wb_psychcomplaints_feellow,unavailable,,,HBSC-SCL not administered; see mh_sad_self.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered; see mh_anx_self.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered; see hlth_sleepprob.,,
wb_bodyimage,unavailable,,,Not collected.,,
wb_lifesat_slss_self,unavailable,,,Not collected.,,
wb_lifesat_swls_self,unavailable,,,Not collected.,,
wb_lifesat_singleitem_self,unavailable,,,Not collected.,,
wb_happiness_singleitem_self,unavailable,,,Not collected.,,
wb_domainsat_schoolwork_self,unavailable,,,Not collected.,,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,incompatible,"students_2020_Q29_1, students_2020_Q29_2, students_2020_Q29_3, students_2021_Q12_1, students_2021_Q12_2, students_2021_Q12_3",,"Parenting-behaviour items (2020 Q29, 2021 Q12: parents encourage my choices, ask about school, listen; agreement), not satisfaction; no row holds them.",,
wb_domainsat_friends_self,incompatible,"students_2020_Q27_1, students_2020_Q27_2, students_2020_Q27_3, students_2021_Q11_1, students_2021_Q11_2, students_2021_Q11_3, adolescents_2023_q4, adolescents_2023_q4_n2, adolescents_2023_q4_n3",,"Friend support items (2020 Q27, 2021 Q11: respect my views, listen, I confide; see wb_socsupport_friends_self) and 2023 q4 friends' online reactions (likes, quick replies, supportive messages; unused); agreement ratings, not satisfaction.",,
wb_domainsat_school_self,unavailable,,,Not collected.,,
wb_qol_pedsql_self,unavailable,,,Not collected.,,
wb_qol_pedsql_parent,unavailable,,,Not collected.,,
wb_qol_kidscreen10_self,unavailable,,,Not collected.,,
wb_qol_kidscreen10_parent,unavailable,,,Not collected.,,
wb_selfesteem_rosenberg_self,unavailable,,,Not collected.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,Not collected.,,
wb_selfefficacy_self,unavailable,,,Not collected.,,
wb_selfefficacy_measure,unavailable,,,See wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Not collected.,,
wb_happiness_shs_self,unavailable,,,Not collected.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,unavailable,,,Not collected.,,
wb_generalhealth_parent,unavailable,,,Not collected.,,
wb_posaffect_self,unavailable,,,Not collected.,,
wb_posaffect_measure,unavailable,,,See wb_posaffect_self.,,
wb_eudaimonic_self,unavailable,,,Not collected.,,
wb_eudaimonic_measure,unavailable,,,See wb_eudaimonic_self.,,
wb_socsupport_family_self,incompatible,"students_2020_Q29_1, students_2020_Q29_2, students_2020_Q29_3, students_2021_Q12_1, students_2021_Q12_2, students_2021_Q12_3",,"Student report on parents or guardians (2020 Q29, 2021 Q12: encourage my own decisions, ask about my school life, listen and respond; 4-point agreement). Parenting behaviours, not support the child receives or can call on; no row holds them.",,
wb_socsupport_friends_self,compatible,"students_2020_Q27_1, students_2020_Q27_2, students_2020_Q27_3, students_2021_Q11_1, students_2021_Q11_2, students_2021_Q11_3","coalesce(
  as.numeric(students_2020_Q27_1) + as.numeric(students_2020_Q27_2) + as.numeric(students_2020_Q27_3),
  as.numeric(students_2021_Q11_1) + as.numeric(students_2021_Q11_2) + as.numeric(students_2021_Q11_3)
)","2020-2021 only. Student report: friends respect my views when we disagree, listen with interest to what I say, and I confide my worries and problems to them (2020 Q27, 2021 Q11); 4-point agreement scored 1-4, complete-case sum (range 3-12). The 2023 q4 items on friends' online reactions (likes, quick replies, supportive messages) are a different scale and are not used.",,
wb_socsupport_measure,inferred,wave,"if_else(
  wave %in% c(""2020"", ""2021""),
  ""Custom support items; friends: 3 items, 1-4 item scoring (range 3-12), sum"",
  NA_character_
)","Describes the 2020-2021 friends support score (4-point agreement, strongly disagree to strongly agree; no reverse-scored items); NA in 2023, which did not ask the items.",,
hlth_sleep_wd,unavailable,,,Not collected.,,
hlth_sleep_we,unavailable,,,Not collected.,,
hlth_sleep,unavailable,,,Not collected.,,
hlth_sleepprob,incompatible,"students_2021_Q8_9_5, adolescents_2023_q8_9_n5",,"Victims only (2021, 2023): could not sleep or got headaches or stomach aches after cyberbullying (agreement); a single item bundling sleep with somatic complaints, not a sleep scale.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
