target_variable,status,source_columns,expression,notes,lookup_table,measure
acc_schoolbelonging_measure,inferred,,"""PISA sense of belonging to school (ST034), 6 of 6 items, 1-4 item scoring (strongly agree to strongly disagree; no fixed range), OECD WLE index; reversed by the OECD: I make friends easily at school, I feel like I belong at school, other students seem to like me""",Describes acc_schoolbelonging_self; the scale is in every cycle's core student questionnaire.,,
acc_academachment_numgrades,unavailable,,,Not collected.,,
acc_academachment_teacherrated,unavailable,,,Not collected.,,
acc_numeracy_stdtest,compatible,PV1MATH,as.numeric(PV1MATH),"First of ten plausible values, PISA mathematics scale (OECD mean 500, SD 100 at scale setting). One PV gives unbiased point estimates; all ten kept in the tidied table.",,
acc_literacy_stdtest,compatible,PV1READ,as.numeric(PV1READ),First of ten plausible values on the PISA reading scale; see acc_numeracy_stdtest.,,
beh_hyper_basc2,unavailable,,,BASC-2 not administered.,,
beh_atten_basc2,unavailable,,,BASC-2 not administered.,,
beh_atten_self,incompatible,ST309Q02JA,,Only the 2022 agreement item 'I get easily distracted' (ST309Q02JA); no attention scale.,,
beh_atten_measure,unavailable,,,See beh_atten_self.,,
beh_selfreg_htks,unavailable,,,HTKS not administered.,,
beh_bullied,unavailable,,,Not collected.,,
beh_beenbullied,compatible,"ST038Q03NA, ST038Q04NA, ST038Q05NA, ST038Q06NA, ST038Q07NA, ST038Q08NA, ST038Q11JA","case_when(
  pmax(
    as.numeric(ST038Q03NA),
    as.numeric(ST038Q04NA),
    as.numeric(ST038Q05NA),
    as.numeric(ST038Q06NA),
    as.numeric(ST038Q07NA),
    as.numeric(ST038Q08NA),
    as.numeric(ST038Q11JA),
    na.rm = TRUE
  ) >=
    2 ~ TRUE,
  pmax(
    as.numeric(ST038Q03NA),
    as.numeric(ST038Q04NA),
    as.numeric(ST038Q05NA),
    as.numeric(ST038Q06NA),
    as.numeric(ST038Q07NA),
    as.numeric(ST038Q08NA),
    as.numeric(ST038Q11JA),
    na.rm = TRUE
  ) ==
    1 ~ FALSE,
  .default = NA
)","Past 12 months, in school: TRUE if any peer-victimisation item (left out, made fun of, threatened, things taken or destroyed, hit or pushed, nasty rumours; 2022 adds giving money under threat, ST038Q11JA) happened a few times a year or more; FALSE if every answered item is never or almost never. 2025 asks 4 of the 6 core items; OECD suppressed the 2015 called-names and picked-on items.",,
beh_beenbullied_online,partial,ST038Q12DA,"case_when(as.numeric(ST038Q12DA) >= 2 ~ TRUE, as.numeric(ST038Q12DA) == 1 ~ FALSE, .default = NA)","2025 only: upsetting information about me published online without my consent, a few times a year or more in the past 12 months (ST038Q12DA). One act type (partial).",,
beh_bullied_online,unavailable,,,Not collected.,,
beh_fight,partial,ST038Q09JA,"case_when(as.numeric(ST038Q09JA) >= 2 ~ TRUE, as.numeric(ST038Q09JA) == 1 ~ FALSE, .default = NA)",2022 only: in a physical fight on school property a few times a year or more in the past 12 months (ST038Q09JA). School property only (partial).,,
beh_truancy,compatible,"ST062Q01TA, ST062Q02TA","case_when(
  pmax(as.numeric(ST062Q01TA), as.numeric(ST062Q02TA), na.rm = TRUE) >= 2 ~ ""TRUE"",
  pmax(as.numeric(ST062Q01TA), as.numeric(ST062Q02TA), na.rm = TRUE) == 1 ~ ""FALSE"",
  .default = NA
)","Skipped a whole day or some classes in the last two full school weeks (never to 5+ times); TRUE for any occurrence of either. Recall is 2 weeks, not a year.",,
beh_stealing,unavailable,,,Not collected.,,
beh_vandalism,unavailable,,,Not collected.,,
beh_alcohol_self,unavailable,,,Not collected.,,
beh_tobacco_self,unavailable,,,Not collected.,,
beh_cannabis_self,unavailable,,,Not collected.,,
beh_conduct_sdq_parent,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_parent,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_parent,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_parent,unavailable,,,SDQ not administered.,,
beh_aggphys_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_aggverb_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agganger_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agghostility_bpaq_self,unavailable,,,BPAQ not administered.,,
beh_agg_self,incompatible,ST038Q09JA,,"Only a physical-fight item (ST038Q09JA), mapped to beh_fight; no aggression scale.",,
beh_agg_measure,unavailable,,,See beh_agg_self.,,
beh_argues,incompatible,ST343Q10JA,,2022 agreement item 'I argue a lot' (ST343Q10JA); not a frequency.,,
beh_persistence_finishwork,incompatible,ST307Q09JA,,"Agreement item 'I finish what I start' (ST307Q09JA, 2022/2025); not a frequency.",,
beh_emotreg_stayscalm,incompatible,ST313Q05JA,,2022 agreement item 'I stay calm even in tense situations' (ST313Q05JA); not a frequency.,,
beh_peerprob_makefriends,incompatible,"ST034Q02TA, WB156Q01HA",,"Agreement item 'I make friends easily at school' (ST034Q02TA), school only, and a count of close friends (WB156Q01HA, 2018/2022); no difficulty rating.",,
beh_conduct_diagnosed,unavailable,,,Not collected.,,
beh_conduct_diagnosed_severity,unavailable,,,Not collected.,,
beh_conduct_sdq_self,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_self,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_self,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_self,unavailable,,,SDQ not administered.,,
beh_conduct_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_hyper_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_peerprob_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_prosocial_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_ext_sdq_parent,unavailable,,,SDQ not administered.,,
beh_ext_sdq_self,unavailable,,,SDQ not administered.,,
beh_ext_sdq_teacher,unavailable,,,SDQ not administered.,,
beh_agg_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_atten_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_rulebreak_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_ext_cbcl_parent,unavailable,,,CBCL not administered.,,
beh_cbcl_measure,unavailable,,,CBCL not administered.,,
beh_prosocial_online_self,unavailable,,,Not collected.,,
beh_prosocial_online_measure,unavailable,,,Not collected.,,
beh_problematicuse_self,incompatible,"ST322Q06JA, ST322Q07JA",,"Only single digital-habit items, 'I feel pressured to be online and answer messages when I am in class' and 'I feel nervous/anxious when I don't have my <digital device> near me' (ST322Q06JA, ST322Q07JA, 2022/2025); no problematic-use scale.",,
beh_problematicuse_measure,unavailable,,,See beh_problematicuse_self.,,
cog_execfunc_basc2,unavailable,,,BASC-2 not administered.,,
cog_langexec_nepsy,unavailable,,,NEPSY not administered.,,
cog_phono_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhibcont_nepsy,unavailable,,,NEPSY not administered.,,
cog_vismotor_nepsy,unavailable,,,NEPSY not administered.,,
cog_verbalfluency_nepsy,unavailable,,,NEPSY not administered.,,
cog_inhib_nihtb_flanker,unavailable,,,NIH Toolbox not administered.,,
cog_flex_nihtb_dccs,unavailable,,,NIH Toolbox not administered.,,
cog_wm_nihtb_listsort,unavailable,,,NIH Toolbox not administered.,,
cog_speed_nihtb_pattern,unavailable,,,NIH Toolbox not administered.,,
cog_epimem_nihtb_picseq,unavailable,,,NIH Toolbox not administered.,,
cog_vocab_nihtb_picvocab,unavailable,,,NIH Toolbox not administered.,,
cog_fluidcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_crystcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_totalcomp_nihtb,unavailable,,,NIH Toolbox not administered.,,
cog_wm_digitspan,unavailable,,,Digit span not administered.,,
cog_iq_fullscale,unavailable,,,Not collected.,,
cog_vocab_bpvs,unavailable,,,BPVS not administered.,,
cog_vocab_ppvt,unavailable,,,PPVT not administered.,,
cog_execfunc_brief_parent,unavailable,,,BRIEF not administered.,,
cog_vocab_bas_naming,unavailable,,,BAS II not administered.,,
cog_nonverbalreason_bas_picsim,unavailable,,,BAS II not administered.,,
cog_spatial_bas_pattern,unavailable,,,BAS II not administered.,,
cog_verbalreason_bas_versim,unavailable,,,BAS II not administered.,,
cog_schoolread_bracken,unavailable,,,Bracken School Readiness Assessment not administered.,,
cog_creativethinking_stdtest,compatible,PV1CRTH_NC,as.numeric(PV1CRTH_NC),"2022 main sample only: first of ten PVs, creative-thinking scale (number-correct). All ten in tidied table.",,
mh_anx_basc2,unavailable,,,BASC-2 not administered.,,
mh_dep_basc2,unavailable,,,BASC-2 not administered.,,
mh_emotsymp_sdq_parent,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_parent,unavailable,,,SDQ not administered.,,
mh_anx_diagnosed,unavailable,,,Not collected.,,
mh_anx_diagnosed_severity,unavailable,,,Not collected.,,
mh_dep_diagnosed,unavailable,,,Not collected.,,
mh_dep_diagnosed_severity,unavailable,,,Not collected.,,
mh_emotsymp_sdq_self,unavailable,,,SDQ not administered.,,
mh_emotsymp_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_self,unavailable,,,SDQ not administered.,,
mh_totaldiff_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_int_sdq_parent,unavailable,,,SDQ not administered.,,
mh_int_sdq_self,unavailable,,,SDQ not administered.,,
mh_int_sdq_teacher,unavailable,,,SDQ not administered.,,
mh_dep_smfq_self,unavailable,,,SMFQ not administered.,,
mh_dep_smfq_parent,unavailable,,,SMFQ not administered.,,
mh_dep_cdi_self,unavailable,,,CDI not administered.,,
mh_dep_cesd_self,unavailable,,,CES-D not administered.,,
mh_dep_phq9_self,unavailable,,,PHQ-9 not administered.,,
mh_dep_rcads_self,unavailable,,,RCADS not administered.,,
mh_dep_dass21_self,unavailable,,,DASS-21 not administered.,,
mh_dep_scl_self,unavailable,,,SCL-90-R not administered.,,
mh_distress_k6_self,unavailable,,,K6 not administered.,,
mh_distress_k10_self,unavailable,,,K10 not administered.,,
mh_anx_masc_self,unavailable,,,MASC not administered.,,
mh_anx_scas_self,unavailable,,,SCAS not administered.,,
mh_anx_scas_parent,unavailable,,,SCAS not administered.,,
mh_anx_scared_self,unavailable,,,SCARED not administered.,,
mh_anx_scared_parent,unavailable,,,SCARED not administered.,,
mh_anx_gad7_self,unavailable,,,GAD-7 not administered.,,
mh_anx_rcads_self,unavailable,,,RCADS not administered.,,
mh_anx_dass21_self,unavailable,,,DASS-21 not administered.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,incompatible,"ST186Q08HA, WB154Q04HA",,"Sad frequency (ST186Q08HA, 2018; mapped to mh_sad_self) and HBSC-SCL feeling low (WB154Q04HA; wb_psychcomplaints_feellow) only; not a depression screen.",,
mh_dep_self,incompatible,"ST186Q08HA, ST186Q10HA, WB154Q04HA",,"Single mood items only: sad and miserable frequency (ST186Q08HA, ST186Q10HA, 2018; sad on mh_sad_self) and HBSC-SCL feeling low (WB154Q04HA; wb_psychcomplaints_feellow); no depression scale.",,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,incompatible,"WB154Q09HA, ANXMAT",,"Only the single item feeling anxious (WB154Q09HA, 2018/2022) and the 2022 mathematics-anxiety index (ANXMAT, one subject); no general anxiety scale.",,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,Not collected.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,incompatible,ST034Q06TA,,"'I feel lonely at school' is an agree/disagree item, not a frequency.",,
mh_lonely_scale_self,incompatible,ST034Q06TA,,"Only the agreement item 'I feel lonely at school' (ST034Q06TA), scored in acc_schoolbelonging_self; no loneliness scale.",,
mh_lonely_measure,unavailable,,,No loneliness scale.,,
mh_sad_self,proximate,ST186Q08HA,"recode_values(as.numeric(ST186Q08HA), 1 ~ ""Never"", 2 ~ ""Rarely"", 3 ~ ""Sometimes"", 4 ~ ""Always"")","2018 only: how often normally feels sad (never/rarely/sometimes/always). 4 points, no 'Often'; no recall period.",,
mh_worry_self,incompatible,"WB164Q01HA, ST345Q03JA, WB154Q09HA",,"The 2018/2022 past-six-month feeling anxious item (WB154Q09HA) is anxiety, not worry; WB164 is worry about the family's money only; 'I worry about many things' (ST345Q03JA, 2022) is agree/disagree.",,
mh_irritable_self,incompatible,WB154Q05HA,,"HBSC-SCL irritability or bad temper (WB154Q05HA, 2018/2022) is mapped to wb_psychcomplaints_irritable.",,
mh_nobodycares_self,unavailable,,,Not collected.,,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,unavailable,,,Not collected.,,
mh_suicide_attempt_self,unavailable,,,Not collected.,,
mh_selfharm_self,unavailable,,,Not collected.,,
mh_psychsom_hbscscl_self,compatible,"WB154Q01HA, WB154Q02HA, WB154Q03HA, WB154Q04HA, WB154Q05HA, WB154Q06HA, WB154Q07HA, WB154Q08HA","as.numeric(WB154Q01HA) +
  as.numeric(WB154Q02HA) +
  as.numeric(WB154Q03HA) +
  as.numeric(WB154Q04HA) +
  as.numeric(WB154Q05HA) +
  as.numeric(WB154Q06HA) +
  as.numeric(WB154Q07HA) +
  as.numeric(WB154Q08HA)","Sum of 8 HBSC-SCL items (headache, stomach pain, back pain, depressed, irritable, nervous, sleep difficulty, dizzy), past 6 months; PISA's 9th item (anxious) excluded to match the checklist. NA if any item unanswered. Well-being option, 2018/2022.",,
mh_psychsom_measure,inferred,".wave, CNT, WB154Q01HA","if_else(
  .wave %in% c(""2018"", ""2022"") & stats::ave(!is.na(WB154Q01HA), .wave, as.character(haven::zap_labels(CNT)), FUN = any),
  ""HBSC symptom checklist, 8 of 8 items, 1-5 item scoring from rarely or never to about every day (range 8-40), sum, past six months; PISA's added ninth item (feeling anxious) excluded"",
  NA_character_
)",Describes mh_psychsom_hbscscl_self; filled only in the 2018 and 2022 country-cycles that fielded the optional well-being questionnaire.,,
mh_somatic_self,incompatible,"WB154Q01HA, WB154Q02HA, WB154Q03HA, WB154Q08HA",,"Only the HBSC-SCL somatic items (headache, stomach pain, back pain, dizziness; 2018/2022), which map to mh_psychsom_hbscscl_self; no other symptom scale.",,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,BASC-2 not administered.,,
wb_mwb_wemwbs,unavailable,,,WEMWBS not administered.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_singleitem_self.,,
wb_resil_basc2,unavailable,,,BASC-2 not administered; see wb_selfefficacy_self.,,
wb_psychcomplaints_feellow,compatible,WB154Q04HA,"recode_values(
  as.numeric(WB154Q04HA),
  1 ~ ""Rarely or never"",
  2 ~ ""About every month"",
  3 ~ ""About every week"",
  4 ~ ""More than once a week"",
  5 ~ ""About every day""
)","Well-being option (2018/2022), past 6 months; PISA words the HBSC-SCL item as 'feeling depressed'.",,
wb_psychcomplaints_irritable,compatible,WB154Q05HA,"recode_values(
  as.numeric(WB154Q05HA),
  1 ~ ""Rarely or never"",
  2 ~ ""About every month"",
  3 ~ ""About every week"",
  4 ~ ""More than once a week"",
  5 ~ ""About every day""
)","Well-being option (2018/2022), past 6 months: irritability or bad temper.",,
wb_psychcomplaints_nervous,compatible,WB154Q06HA,"recode_values(
  as.numeric(WB154Q06HA),
  1 ~ ""Rarely or never"",
  2 ~ ""About every month"",
  3 ~ ""About every week"",
  4 ~ ""More than once a week"",
  5 ~ ""About every day""
)","Well-being option (2018/2022), past 6 months: feeling nervous.",,
wb_psychcomplaints_diffsleep,compatible,WB154Q07HA,"recode_values(
  as.numeric(WB154Q07HA),
  1 ~ ""Rarely or never"",
  2 ~ ""About every month"",
  3 ~ ""About every week"",
  4 ~ ""More than once a week"",
  5 ~ ""About every day""
)","Well-being option (2018/2022), past 6 months: difficulties getting to sleep.",,
wb_bodyimage,incompatible,"WB153Q01HA, WB153Q02HA, WB153Q03HA, WB153Q04HA, WB153Q05HA",,"Agreement statements about looks, weight and body (WB153, 2018/2022), not the too-thin/too-fat item; mapped nowhere.",,
wb_lifesat_slss_self,unavailable,,,SLSS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_swls_self,unavailable,,,SWLS not administered; see wb_lifesat_singleitem_self.,,
wb_lifesat_singleitem_self,compatible,ST016Q01NA,as.numeric(ST016Q01NA),"11 points, 0 (not at all satisfied) to 10 (completely satisfied); asked every cycle. 2015 values from the separately released second student file.",,
wb_happiness_singleitem_self,incompatible,ST186Q05HA,,"Only 'how often do you feel happy' (ST186Q05HA, 2018), an item of the positive-affect scale on wb_posaffect_self.",,
wb_domainsat_schoolwork_self,compatible,WB155Q03HA,as.numeric(WB155Q03HA),"Well-being option (2018/2022): satisfaction with what you learn at school. 4 points, 1 (not at all) to 4 (totally satisfied).",,
wb_domainsat_appearance_self,compatible,WB155Q02HA,as.numeric(WB155Q02HA),"Well-being option (2018/2022): satisfaction with the way you look. 4 points, 1 (not at all) to 4 (totally satisfied).",,
wb_domainsat_family_self,partial,WB155Q08HA,as.numeric(WB155Q08HA),"Well-being option (2018/2022): satisfaction with relationship with parents/guardians. 4 points, 1 (not at all) to 4 (totally satisfied). Partial: parents only, not the whole family.",,
wb_domainsat_friends_self,compatible,WB155Q04HA,as.numeric(WB155Q04HA),"Well-being option (2018/2022): satisfaction with the friends you have. 4 points, 1 (not at all) to 4 (totally satisfied).",,
wb_domainsat_school_self,compatible,WB155Q10HA,as.numeric(WB155Q10HA),"Well-being option (2018/2022): satisfaction with your life at school. 4 points, 1 (not at all) to 4 (totally satisfied).",,
wb_qol_pedsql_self,unavailable,,,PedsQL not administered.,,
wb_qol_pedsql_parent,unavailable,,,PedsQL not administered.,,
wb_qol_kidscreen10_self,unavailable,,,KIDSCREEN-10 not administered.,,
wb_qol_kidscreen10_parent,unavailable,,,KIDSCREEN-10 not administered.,,
wb_selfesteem_rosenberg_self,unavailable,,,Rosenberg Self-Esteem Scale not administered.,,
wb_selfesteem_self,unavailable,,,Not collected.,,
wb_selfesteem_measure,unavailable,,,See wb_selfesteem_self.,,
wb_selfefficacy_gse_self,unavailable,,,GSE not administered; see wb_selfefficacy_self.,,
wb_selfefficacy_self,compatible,"ST188Q01HA, ST188Q02HA, ST188Q03HA, ST188Q06HA, ST188Q07HA","as.numeric(ST188Q01HA) +
  as.numeric(ST188Q02HA) +
  as.numeric(ST188Q03HA) +
  as.numeric(ST188Q06HA) +
  as.numeric(ST188Q07HA)","2018 only: the 5 agree/disagree ST188 items (manage one way or another, proud of accomplishments, handle many things at once, self-belief gets me through hard times, find my way out of difficult situations), a resilience scale the OECD reports as general self-efficacy; 1-4 sum, NA if any unanswered.",,
wb_selfefficacy_measure,inferred,.wave,"if_else(
  .wave == ""2018"",
  ""PISA 2018 resilience items (ST188), 5 of 5 items, 1-4 item scoring from strongly disagree to strongly agree, sum (range 5-20)"",
  NA_character_
)",Describes wb_selfefficacy_self; 2018 only (every 2018 country-cycle fielded it).,,
wb_mwb_who5_self,unavailable,,,WHO-5 not administered.,,
wb_happiness_shs_self,unavailable,,,Subjective Happiness Scale not administered.,,
wb_mwb_swemwbs_self,unavailable,,,SWEMWBS not administered.,,
wb_selfratedhealth_self,compatible,WB150Q01HA,"recode_values(as.numeric(WB150Q01HA), 1 ~ ""Excellent"", 2 ~ ""Good"", 3 ~ ""Fair"", 4 ~ ""Poor"")","Well-being option (2018/2022); 4-level wording, so 'Very good' is unused.",,
wb_generalhealth_parent,incompatible,WB150Q01HA,,"Only the student's self-rated health (WB150Q01HA, 2018/2022 well-being option), mapped to wb_selfratedhealth_self; no parent rating.",,
wb_posaffect_self,compatible,"ST186Q05HA, ST186Q01HA, ST186Q03HA, ST186Q07HA",as.numeric(ST186Q05HA) + as.numeric(ST186Q01HA) + as.numeric(ST186Q03HA) + as.numeric(ST186Q07HA),"2018 only: how often normally feels happy, joyful, cheerful, lively (OECD positive-affect index items); NA if any unanswered.",,
wb_posaffect_measure,inferred,".wave, CNT, ST186Q05HA","if_else(
  .wave == ""2018"" & stats::ave(!is.na(ST186Q05HA), .wave, as.character(haven::zap_labels(CNT)), FUN = any),
  ""PISA 2018 positive affect items (happy, joyful, cheerful, lively), 4 of 4 items, 1-4 item scoring from never to always, sum (range 4-16)"",
  NA_character_
)",Describes wb_posaffect_self; 2018 country-cycles that fielded the items only.,,
wb_eudaimonic_self,partial,"ST185Q01HA, ST185Q02HA, ST185Q03HA",as.numeric(ST185Q01HA) + as.numeric(ST185Q02HA) + as.numeric(ST185Q03HA),"2018 only: the 3 meaning-in-life items behind the OECD eudaemonia index (EUDMO); NA if any unanswered. Partial: meaning/purpose only, not self-discovery or effortful engagement.",,
wb_eudaimonic_measure,inferred,".wave, CNT, ST185Q01HA","if_else(
  .wave == ""2018"" & stats::ave(!is.na(ST185Q01HA), .wave, as.character(haven::zap_labels(CNT)), FUN = any),
  ""PISA 2018 meaning in life items, 3 of 3 items, 1-4 item scoring from strongly disagree to strongly agree, sum (range 3-12)"",
  NA_character_
)",Describes wb_eudaimonic_self; 2018 country-cycles that fielded the items only.,,
wb_socsupport_family_self,partial,"EMOSUPS, FAMSUP","coalesce(as.numeric(EMOSUPS), as.numeric(FAMSUP))","Parents' support around schooling, not general family support (partial): OECD WLE indices as released (missing-item rule not documented), EMOSUPS from ST123 agreement items, e.g. 'My parents support me when I am facing difficulties at school' (2015/2018), and FAMSUP from ST300 frequency of family talk and involvement, e.g. 'Spend time just talking with you' (2022/2025). Different scales; standardise within wave.",,
wb_socsupport_friends_self,incompatible,WB162Q07HA,,"Only the single item 'How easy is it for you to talk to your close friend(s) about things that really bother you?' (WB162Q07HA, 2018/2022 well-being option); no friend-support scale.",,
wb_socsupport_measure,inferred,".wave, CNT, EMOSUPS, FAMSUP","if_else(
  stats::ave(
    !is.na(coalesce(as.numeric(EMOSUPS), as.numeric(FAMSUP))),
    .wave,
    as.character(haven::zap_labels(CNT)),
    FUN = any
  ),
  recode_values(
    .wave,
    ""2015"" ~ ""PISA parents' emotional support (ST123); family: 4 items, 1-4 agreement scoring, OECD WLE index (no fixed range); friends: none"",
    ""2018"" ~ ""PISA parents' emotional support (ST123); family: 3 items, 1-4 agreement scoring, OECD WLE index (no fixed range); friends: none"",
    ""2022"" ~ ""PISA family support (ST300); family: 10 items, 1-5 frequency scoring, OECD WLE index (no fixed range); friends: none"",
    ""2025"" ~ ""PISA family support (ST300); family: 5 items, 1-5 frequency scoring, OECD WLE index (no fixed range); friends: none""
  ),
  NA_character_
)",Describes wb_socsupport_family_self; filled in the country-cycles with a family-support score.,,
hlth_sleep_wd,unavailable,,,Not collected.,,
hlth_sleep_we,unavailable,,,Not collected.,,
hlth_sleep,unavailable,,,Not collected.,,
hlth_sleepprob,incompatible,WB154Q07HA,,"Only the HBSC-SCL item 'difficulties in getting to sleep' (WB154Q07HA, 2018/2022), which stays on wb_psychcomplaints_diffsleep; no sleep-problems scale.",,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
