target_variable,status,source_columns,expression,notes,lookup_table,measure
mh_int_sdq_self,unavailable,,,Both component subscales mapped; derive at analysis.,,
mh_int_sdq_teacher,unavailable,,,No teacher-report questionnaire in KiGGS Wave 2.,,
mh_dep_smfq_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_smfq_parent,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_cdi_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_cesd_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_phq9_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_rcads_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_dass21_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_dep_scl_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_distress_k6_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_distress_k10_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_masc_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_scas_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_scas_parent,unavailable,,,SCAS not administered.,,
mh_anx_scared_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_scared_parent,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_gad7_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_rcads_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anx_dass21_self,unavailable,,,Not administered; emotional symptoms only via the SDQ.,,
mh_anxdep_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_int_cbcl_parent,unavailable,,,CBCL not administered.,,
mh_dep_binary_self,incompatible,LQkids3,,KIDSCREEN felt-sad frequency (mapped to mh_sad_self); not a depression screen.,,
mh_dep_self,incompatible,VAemo,,SDQ emotional symptoms subscale only (mixed content); mapped to mh_emotsymp_sdq_self.,,
mh_dep_measure,unavailable,,,See mh_dep_self.,,
mh_anx_self,incompatible,VAemo,,SDQ emotional symptoms subscale only (mixed content); mapped to mh_emotsymp_sdq_self.,,
mh_anx_measure,unavailable,,,See mh_anx_self.,,
mh_depanx_diagnosed,unavailable,,,No depression or anxiety diagnosis item in the SUF.,,
mh_stress_self,unavailable,,,Not collected.,,
mh_lonely_self,compatible,LQkids4,"recode_values(
  as.numeric(LQkids4),
  1 ~ ""Never"",
  2 ~ ""Rarely"",
  3 ~ ""Sometimes"",
  4 ~ ""Often"",
  5 ~ ""Always"",
  default = NA_character_
)","KIDSCREEN-27 'Have you felt lonely?', past week, never to always (one-to-one). Ages 11-17; also scored in wb_qol_kidscreen10_self.",,
mh_lonely_scale_self,unavailable,,,No loneliness scale.,,
mh_lonely_measure,unavailable,,,No loneliness scale.,,
mh_sad_self,compatible,LQkids3,"recode_values(
  as.numeric(LQkids3),
  1 ~ ""Never"",
  2 ~ ""Rarely"",
  3 ~ ""Sometimes"",
  4 ~ ""Often"",
  5 ~ ""Always"",
  default = NA_character_
)","KIDSCREEN-27 'Have you felt sad?', past week, never to always (one-to-one). Ages 11-17; also scored in wb_qol_kidscreen10_self.",,
mh_worry_self,incompatible,VAsdq8,,"Only SDQ item 'I worry a lot' (VAsdq8), a three-point truth rating scored in mh_emotsymp_sdq_self.",,
mh_irritable_self,incompatible,VAsdq5,,"Only SDQ item 'I get very angry and often lose my temper' (VAsdq5), a three-point truth rating scored in beh_conduct_sdq_self.",,
mh_nobodycares_self,incompatible,"SFsss2, SFsss8",,"Only SSS support-availability items (someone who shows love, someone who needs/loves you); not feeling uncared for.",,
mh_lifenotworth_self,unavailable,,,Not collected.,,
mh_suicide_ideation_self,incompatible,UVfolge_m3,,Only a parent-reported item on whether a medically treated injury in the past 12 months was self-inflicted (UVfolge_m3); no ideation item.,,
mh_suicide_attempt_self,incompatible,UVfolge_m3,,"Only a parent-reported item on whether a medically treated injury in the past 12 months was self-inflicted (UVfolge_m3); a self-injury item, not an attempt item.",,
mh_selfharm_self,incompatible,UVfolge_m3,,"Only a parent-reported item on whether a doctor-treated injury in the past 12 months was a deliberate self-injury (UVfolge_m3, asked only after a treated injury); no self-report.",,
mh_psychsom_hbscscl_self,unavailable,,,HBSC-SCL not administered.,,
mh_psychsom_measure,unavailable,,,HBSC-SCL not administered.,,
mh_somatic_self,incompatible,"VAsdq3, VAEsdq3",,"Only SDQ item 3 'often complains of headaches, stomach-aches or sickness' (self VAsdq3, parent VAEsdq3), a truth rating scored in mh_emotsymp_sdq_*; the pain module is not in the SUF.",,
mh_somatic_measure,unavailable,,,See mh_somatic_self.,,
wb_emotsc_basc2,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_mwb_wemwbs,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_lifesatisfaction_cantrilladder,unavailable,,,Cantril ladder not administered; see wb_lifesat_singleitem_self.,,
wb_resil_basc2,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_psychcomplaints_feellow,incompatible,LQkids3,,KIDSCREEN sad item scored in mh_sad_self and wb_qol_kidscreen10_self; not an HBSC-SCL frequency.,,
wb_psychcomplaints_irritable,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_nervous,unavailable,,,HBSC-SCL not administered.,,
wb_psychcomplaints_diffsleep,unavailable,,,HBSC-SCL not administered.,,
wb_bodyimage,compatible,KSsubj,"recode_values(
  as.numeric(KSsubj),
  1 ~ ""Much too thin"",
  2 ~ ""A bit too thin"",
  3 ~ ""About right"",
  4 ~ ""A bit too fat"",
  5 ~ ""Much too fat""
)","Self-report, ages 11-17; parent-reported KSEsubj (3-10) not mapped. 'Do you think you are ... much too thin / a bit too thin / exactly the right weight / a bit too fat / much too fat', mapped by label.",,
wb_lifesat_slss_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_lifesat_swls_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_lifesat_singleitem_self,partial,LQkids13,"if_else(as.numeric(LQkids13) %in% 1:5, as.numeric(LQkids13), NA_real_)","KIDSCREEN-27 'Has your life been enjoyable?', past week, 5 points not at all to extremely. Partial: hedonic, past week. Ages 11-17.",,
wb_happiness_singleitem_self,incompatible,LQkids14,,"Only KIDSCREEN-27 'Have you been in a good mood?' (LQkids14), a past-week frequency item of the psychological well-being scale, not a general happiness rating; mapped on no row.",,
wb_domainsat_schoolwork_self,incompatible,LQkids9,,"KIDSCREEN 'Have you got on well at school?' (LQkids9) rates coping, not satisfaction with school work; scored in wb_qol_kidscreen10_self.",,
wb_domainsat_appearance_self,unavailable,,,Not collected.,,
wb_domainsat_family_self,incompatible,"LQkids7, LQkids18, LQkids19",,"Only KIDSCREEN parent-relation items (treated fairly by, time with, talk to parents); fair-treatment and support items, not family satisfaction. LQkids7 is scored in wb_qol_kidscreen10_self.",,
wb_domainsat_friends_self,incompatible,LQkids8,,KIDSCREEN 'Have you had fun with your friends?' (LQkids8) is not satisfaction with friends; scored in wb_qol_kidscreen10_self.,,
wb_domainsat_school_self,partial,LQkids25,as.numeric(LQkids25),"KIDSCREEN-27 'Have you been happy at school?', 5 points from not at all (1) to extremely (5). Partial: rates the past week only. Ages 11-17.",,
wb_qol_pedsql_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_qol_pedsql_parent,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_qol_kidscreen10_self,compatible,"LQkids1, LQkids2, LQkids3, LQkids4, LQkids5, LQkids6, LQkids7, LQkids8, LQkids9, LQkids10","as.numeric(haven::zap_labels(LQkids1)) +
  as.numeric(haven::zap_labels(LQkids2)) +
  (6 - as.numeric(haven::zap_labels(LQkids3))) +
  (6 - as.numeric(haven::zap_labels(LQkids4))) +
  as.numeric(haven::zap_labels(LQkids5)) +
  as.numeric(haven::zap_labels(LQkids6)) +
  as.numeric(haven::zap_labels(LQkids7)) +
  as.numeric(haven::zap_labels(LQkids8)) +
  as.numeric(haven::zap_labels(LQkids9)) +
  as.numeric(haven::zap_labels(LQkids10))","KIDSCREEN-27 items released without an index, ages 11-17; LQkids1-10 are the KIDSCREEN-10 items in published order, each 1-5. Sad (LQkids3) and lonely (LQkids4) reversed as 6-x; raw sum 10-50, higher = better. All ten items required. LQEkidsB (parent proxy, ages 7-10) is mapped to wb_qol_kidscreen10_parent.",,
wb_qol_kidscreen10_parent,compatible,LQEkidsB,as.numeric(haven::zap_labels(LQEkidsB)),"LQEkidsB, the RKI's KIDSCREEN-10 index from the parent questionnaire: already the raw sum of ten 1-5 items (10-50), used as released. Ages 7-10 only (missing label 'Nicht berechnet (<7 o. 11+ Jahre)'), so disjoint from wb_qol_kidscreen10_self. Parent items not released. LQEkidsB_r/LQEkidsB_t (Rasch metrics) not used.",,
wb_selfesteem_rosenberg_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_selfesteem_self,incompatible,LQkids17,,"Only KIDSCREEN 'Have you been happy with the way you are?' (LQkids17), a single item; no self-esteem scale.",,
wb_selfesteem_measure,unavailable,,,No self-esteem scale.,,
wb_selfefficacy_gse_self,compatible,"SFwirkall1, SFwirkall2, SFwirkall3, SFwirkall4, SFwirkall5, SFwirkall6, SFwirkall7, SFwirkall8, SFwirkall9, SFwirkall10","as.numeric(haven::zap_labels(SFwirkall1)) +
  as.numeric(haven::zap_labels(SFwirkall2)) +
  as.numeric(haven::zap_labels(SFwirkall3)) +
  as.numeric(haven::zap_labels(SFwirkall4)) +
  as.numeric(haven::zap_labels(SFwirkall5)) +
  as.numeric(haven::zap_labels(SFwirkall6)) +
  as.numeric(haven::zap_labels(SFwirkall7)) +
  as.numeric(haven::zap_labels(SFwirkall8)) +
  as.numeric(haven::zap_labels(SFwirkall9)) +
  as.numeric(haven::zap_labels(SFwirkall10))","Ten-item General Self-Efficacy Scale (German version, Schwarzer & Jerusalem), ages 11-17, 1-4 ('stimmt nicht' to 'stimmt genau'), complete-case sum 10-40. The released SFwirkall prorates up to 3 missing items; complete-case here drops 172 respondents with 7-9 items.",,
wb_selfefficacy_self,compatible,"SFwirkall1, SFwirkall2, SFwirkall3, SFwirkall4, SFwirkall5, SFwirkall6, SFwirkall7, SFwirkall8, SFwirkall9, SFwirkall10","as.numeric(haven::zap_labels(SFwirkall1)) +
  as.numeric(haven::zap_labels(SFwirkall2)) +
  as.numeric(haven::zap_labels(SFwirkall3)) +
  as.numeric(haven::zap_labels(SFwirkall4)) +
  as.numeric(haven::zap_labels(SFwirkall5)) +
  as.numeric(haven::zap_labels(SFwirkall6)) +
  as.numeric(haven::zap_labels(SFwirkall7)) +
  as.numeric(haven::zap_labels(SFwirkall8)) +
  as.numeric(haven::zap_labels(SFwirkall9)) +
  as.numeric(haven::zap_labels(SFwirkall10))",Same GSE sum as wb_selfefficacy_gse_self.,,
wb_selfefficacy_measure,inferred,,"""General Self-Efficacy Scale (German version), 10 of 10 items, 1-4 item scoring, sum (range 10-40), no reverse-scored items""",Describes wb_selfefficacy_self.,,
wb_mwb_who5_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_happiness_shs_self,unavailable,,,Instrument not administered in KiGGS Wave 2.,,
wb_mwb_swemwbs_self,unavailable,,,Not collected.,,
wb_selfratedhealth_self,compatible,LQsf361,"recode_values(
  as.numeric(LQsf361),
  1 ~ ""Excellent"",
  2 ~ ""Very good"",
  3 ~ ""Good"",
  4 ~ ""Fair"",
  5 ~ ""Poor"",
  default = NA_character_
)","SF-36 v2 general health item, standard five levels ('weniger gut' as Fair). Ages 11-17.",,
wb_generalhealth_parent,proximate,GZEmehm1_k2,"recode_values(as.numeric(GZEmehm1_k2), 1 ~ ""Excellent"", 2 ~ ""Very good"", 3 ~ ""Good"", default = NA_character_)","Parent-rated MEHM 'How would you describe your child's health in general?' (very good, good, fair, bad, very bad), ages 0-17, released only in three categories (GZEmehm1_k2). Mapped by rank: very good -> Excellent, good -> Very good, the merged fair/bad/very bad -> Good (the level of its largest member, fair); Fair and Poor unused.",,
wb_posaffect_self,incompatible,"LQkids14, LQkids15",,"KIDSCREEN good-mood and fun items (LQkids14, LQkids15), past week, are not a published positive-affect scale; mapped nowhere.",,
wb_posaffect_measure,unavailable,,,No positive-affect scale.,,
wb_eudaimonic_self,unavailable,,,Personal-resource items (e.g. 'My life seems meaningful') were asked but not released in the SUF.,,
wb_eudaimonic_measure,unavailable,,,No eudaimonic scale in the SUF.,,
wb_socsupport_family_self,incompatible,"LQkids7, LQkids18, LQkids19, SFsss",,"The KIDSCREEN-27 parent relations and autonomy subscale bundles the parent items (LQkids7, LQkids18, LQkids19) with autonomy and pocket-money items, and the Social Support Scale (SFsss) does not name the source of support.",,
wb_socsupport_friends_self,compatible,"LQkids22, LQkids8, LQkids23, LQkids24","as.numeric(haven::zap_labels(LQkids22)) +
  as.numeric(haven::zap_labels(LQkids8)) +
  as.numeric(haven::zap_labels(LQkids23)) +
  as.numeric(haven::zap_labels(LQkids24))","KIDSCREEN-27 social support and peers subscale, self-report ages 11-17: spent time with friends, had fun with friends, friends helped each other, able to rely on friends; past week, 1-5 never to always. Raw sum 4-20, complete-case, higher = more support.",,
wb_socsupport_measure,inferred,,"""KIDSCREEN-27 social support and peers subscale; family: none; friends: 4 of 4 items, 1-5 item scoring (range 4-20), sum, no reverse-scored items, past-week recall""",Describes wb_socsupport_friends_self; wb_socsupport_family_self is incompatible.,,
hlth_sleep_wd,unavailable,,,Not in the supplied extract.,,
hlth_sleep_we,unavailable,,,Not in the supplied extract.,,
hlth_sleep,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob,unavailable,,,Not in the supplied extract.,,
hlth_sleepprob_measure,unavailable,,,See hlth_sleepprob.,,
